# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
14888	Penange	arrive at, reach	túb+jɛ̀	t ú b + j ɛ̀	1 7 1 9 6 7	AXN_AX	TYP_JE	12	12.T.C 12.Y.V 12.P.c 12._._ 12.J.C 12.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1207	t ú b + j ɛ̀
14889	PergeTegu	arrive at, reach	dɔ̀.ɔ́	d ɔ̀ ɔ́	1 7 7	AXZ	TUU	13	13.T.C 13.U.V 13.U.V	2.0 1.5 0.8	1	1202	d ɔ̀ ɔ́
14890	TebulUre	arrive at, reach	d+ɔ̌	d + ɔ̌	1 9 7	A_X	T_U	14	14.T.C 14._._ 14.U.V	2.0 0.0 1.5	0	1196	d + ɔ̌
14891	Tiranige	arrive at, reach	áj+ó	á j + ó	7 6 9 7	XN_X	AJ_U	15	15.A.V 15.J.c 15._._ 15.U.V	1.5 0.8 0.0 1.5	0	1210	á j + ó
14892	TogoKan	arrive at, reach	dɔ́.ɔ́	d ɔ́ɔ́	1 7	AX	TU	16	16.T.C 16.U.V	2.0 1.5	0	1202	d ɔ́ɔ́ -
14893	TommoSoTongoTongo	arrive at, reach	dɔ̀.ɔ́	d ɔ̀ ɔ́	1 7 7	AXZ	TUU	17	17.T.C 17.U.V 17.U.V	2.0 1.5 0.8	1	1202	d ɔ̀ ɔ́
14894	ToroTegu	arrive at, reach	d+ɔ́	d + ɔ́	1 9 7	A_X	T_U	18	18.T.C 18._._ 18.U.V	2.0 0.0 1.5	0	1196	d + ɔ́
14895	YandaDom	arrive at, reach	d+ɔ́	d + ɔ́	1 9 7	A_X	T_U	19	19.T.C 19._._ 19.U.V	2.0 0.0 1.5	1	1196	d + ɔ́
14896	YornoSo	arrive at, reach	dɔ̀.ɔ́	d ɔ̀ ɔ́	1 7 7	AXZ	TUU	20	20.T.C 20.U.V 20.U.V	2.0 1.5 0.8	0	1202	d ɔ̀ ɔ́
#
10026	BankanTey	arrow	tòw+tʃɛ̌+m	t ò w + t ʃ ɛ̌ + m	1 7 6 9 1 3 7 9 4	AXN_ACX_A	TUW_TSE_M	1	1.T.C 1.U.V 1.W.c 1._._ 1.T.C 1.S.C 1.E.V 1._._ 1.M.C	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.0 2.0	0	1211	t ò w + t ʃ ɛ̌ + m
10027	BankanTey	arrow	tòw+jí.ì	t ò w + j í ì	1 7 6 9 6 7 7	AXN_AXZ	TUW_JII	1	1.T.C 1.U.V 1.W.c 1._._ 1.J.C 1.I.V 1.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	1228	t ò w + j í ì
10028	BankanTey	arrow	mùsù+tʃɛ̌+m	m ù s ù + t ʃ ɛ̌ + m	4 7 3 7 9 1 3 7 9 4	AXBZ_ACX_A	MYSY_TSE_M	1	1.M.C 1.Y.V 1.S.C 1.Y.V 1._._ 1.T.C 1.S.C 1.E.V 1._._ 1.M.C	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.5 0.0 2.0	0	1229	m ù s ù + t ʃ ɛ̌ + m -
10029	BenTey	arrow	mùn+dʒùtʃɛ̀+mjí.ì	m ù n + d ʒ ù t ʃ ɛ̀ + m j í ì	4 7 4 9 1 3 7 1 3 7 9 4 6 7 7	AXN_ACXBCZ_ACXZ	MYN_TSYTSE_MJII	2	2.M.C 2.Y.V 2.N.c 2._._ 2.T.C 2.S.C 2.Y.V 2.T.C 2.S.C 2.E.V 2._._ 2.M.C 2.J.C 2.I.V 2.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.5 0.8	0	1212	m ù n + d ʒ ù t ʃ ɛ̀ + m j í ì
10030	Bunoge	arrow	táw+sè	t á w + s è	1 7 6 9 3 7	AXN_AX	TAW_SE	4	4.T.C 4.A.V 4.W.c 4._._ 4.S.C 4.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1211	t á w + - s è - -
10031	DonnoSo	arrow	kè.è~í.ì	k èè ~ í ì	1 7 0 7 7	AXBYZ	KE0II	7	7.K.C 7.E.V 7.0.C 7.I.V 7.I.V	2.0 1.5 1.75 1.3 0.8	0	1215	k èè ~ í ì
10032	JamsayGourou	arrow	kɛ̌+m	k ɛ̌ + m	1 7 9 4	AX_A	KE_M	9	9.K.C 9.E.V 9._._ 9.M.C	2.0 1.5 0.0 2.0	0	1213	- k ɛ̌ + m -
10033	JamsayDouentza	arrow	tʃɛ̌+m	t ʃ ɛ̌ + m	1 3 7 9 4	ACX_A	TSE_M	8	8.T.C 8.S.C 8.E.V 8._._ 8.M.C	2.0 1.5 1.5 0.0 2.0	0	1213	t ʃ ɛ̌ + m -
10035	Mombo	arrow	tɔ́.ɔ́.∼wé.é	t ɔ́ɔ́ ∼ w éé	1 7 4 6 7	AXBCZ	TU9WE	10	10.T.C 10.U.V 10.9.C 10.W.C 10.E.V	2.0 1.5 1.75 1.5 0.8	0	1218	t ɔ́ɔ́ ∼ w éé
10036	BonduSoNajamba	arrow	kɛ̀+mɛ́	k ɛ̀ + m ɛ́	1 7 9 4 7	AX_AX	KE_ME	3	3.K.C 3.E.V 3._._ 3.M.C 3.E.V	2.0 1.5 0.0 2.0 1.5	0	1213	- k ɛ̀ + m ɛ́
10037	BonduSoNajamba	arrow	mɔ̀.ɔ̀sù+kɛ̀+mɛ́	m ɔ̀ɔ̀ s ù + k ɛ̀ + m ɛ́	4 7 3 7 9 1 7 9 4 7	AXBZ_AX_AX	MUSY_KE_ME	3	3.M.C 3.U.V 3.S.C 3.Y.V 3._._ 3.K.C 3.E.V 3._._ 3.M.C 3.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0	1229	m ɔ̀ɔ̀ s ù + - k ɛ̀ + m ɛ́
10038	BonduSoNajamba	arrow	kɛ̀mɛ̀+dùrí.ì	k ɛ̀ m ɛ̀ + d ù r í ì	1 7 4 7 9 1 7 5 7 7	AXBZ_AXBYZ	KEME_TYRII	3	3.K.C 3.E.V 3.M.C 3.E.V 3._._ 3.T.C 3.Y.V 3.R.C 3.I.V 3.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	1232	k ɛ̀ m ɛ̀ + d ù r í ì
10039	Nanga	arrow	tò.òkɛ̀+mɛ̀ndʒâ	t òò k ɛ̀ + m ɛ̀ n d ʒ â	1 7 1 7 9 4 7 4 1 3 7	AXBZ_AXMBCZ	TUKE_MENTSA	11	11.T.C 11.U.V 11.K.C 11.E.V 11._._ 11.M.C 11.E.V 11.N.c 11.T.C 11.S.C 11.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.5 0.8	0	1219	t òò k ɛ̀ + m ɛ̀ n d ʒ â
10040	Penange	arrow	tɔ́.ɔ́sé.è	t ɔ́ɔ́ s é è	1 7 3 7 7	AXBYZ	TUSEE	12	12.T.C 12.U.V 12.S.C 12.E.V 12.E.V	2.0 1.5 1.75 1.3 0.8	0	1220	t ɔ́ɔ́ s é è
10041	PergeTegu	arrow	kɛ̌+m	k ɛ̌ + m	1 7 9 4	AX_A	KE_M	13	13.K.C 13.E.V 13._._ 13.M.C	2.0 1.5 0.0 2.0	0	1213	- k ɛ̌ + m -
10042	TebulUre	arrow	tó.ó	t óó	1 7	AX	TU	14	14.T.C 14.U.V	2.0 1.5	0	1222	t óó
10043	TogoKan	arrow	kɔ̀mɔ̀+kɛ̀.∼í.í~	k ɔ̀ m ɔ̀ + k ɛ̀ ∼ íí ~	1 7 4 7 9 1 7 4 7 0	AXBZ_AXBYN	KUMU_KE9I0	16	16.K.C 16.U.V 16.M.C 16.U.V 16._._ 16.K.C 16.E.V 16.9.C 16.I.V 16.0.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	1223	k ɔ̀ m ɔ̀ + k ɛ̀ ∼ íí ~
10044	TommoSoTongoTongo	arrow	tòòkɛ̌+m	t òò k ɛ̌ + m	1 7 1 7 9 4	AXBZ_A	TUKE_M	17	17.T.C 17.U.V 17.K.C 17.E.V 17._._ 17.M.C	2.0 1.5 1.75 0.8 0.0 2.0	0	1219	t òò k ɛ̌ + m - - - - -
10045	TommoSoTongoTongo	arrow	tòòtà+nnààj	t òò t à + nn àà j	1 7 1 7 9 4 7 6	AXBZ_AXN	TUTA_NAJ	17	17.T.C 17.U.V 17.T.C 17.A.V 17._._ 17.N.C 17.A.V 17.J.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	1230	t òò t à + nn àà j
10046	ToroTegu	arrow	tèj.∼ì+r.∼ú	t è j ∼ ì + r ∼ ú	1 7 6 4 7 9 5 4 7	AXMBZ_ACZ	TEJ9I_R9Y	18	18.T.C 18.E.V 18.J.c 18.9.C 18.I.V 18._._ 18.R.C 18.9.C 18.Y.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.8	0	1225	t è j ∼ ì + r ∼ ú
10047	YandaDom	arrow	tɛ́ŋ	t ɛ́ ŋ	1 7 4	AXN	TEN	19	19.T.C 19.E.V 19.N.c	2.0 1.5 0.8	0	1226	t ɛ́ ŋ
10048	YornoSo	arrow	kɛ́+m	k ɛ́ + m	1 7 9 4	AX_A	KE_M	20	20.K.C 20.E.V 20._._ 20.M.C	2.0 1.5 0.0 2.0	0	1213	- k ɛ́ + m -
#
5132	BankanTey	ashes	dɔ̀j.∼ɔ̌+j~	d ɔ̀ j ∼ ɔ̌ + j ~	1 7 6 4 7 9 6 0	AXMBZ_AN	TUJ9U_J0	1	1.T.C 1.U.V 1.J.c 1.9.C 1.U.V 1._._ 1.J.C 1.0.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 0.8	0	1240	d ɔ̀ j ∼ ɔ̌ + j ~
5133	BenTey	ashes	dɔ̀j.∼ɔ̌+j~	d ɔ̀ j ∼ ɔ̌ + j ~	1 7 6 4 7 9 6 0	AXMBZ_AN	TUJ9U_J0	2	2.T.C 2.U.V 2.J.c 2.9.C 2.U.V 2._._ 2.J.C 2.0.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 0.8	0	1240	d ɔ̀ j ∼ ɔ̌ + j ~
5134	Bunoge	ashes	díwɔ̀	d í w ɔ̀	1 7 6 7	AXBZ	TIWU	4	4.T.C 4.I.V 4.W.C 4.U.V	2.0 1.5 1.75 0.8	0	1236	d í w ɔ̀
5135	DogulDomBendiely	ashes	dɔ́.ɔ̀	d ɔ́ ɔ̀	1 7 7	AXZ	TUU	5	5.T.C 5.U.V 5.U.V	2.0 1.5 0.8	0	1237	d ɔ́ ɔ̀
5136	DogulDomKundialang	ashes	dɔ̀.ɔ́	d ɔ̀ ɔ́	1 7 7	AXZ	TUU	6	6.T.C 6.U.V 6.U.V	2.0 1.5 0.8	0	1237	d ɔ̀ ɔ́
5137	DonnoSo	ashes	ú+n.dɔ̀	ú + n d ɔ̀	7 9 4 1 7	X_ACZ	Y_NTU	7	7.Y.V 7._._ 7.N.C 7.T.C 7.U.V	1.5 0.0 2.0 1.5 0.8	0	1239	ú + n d ɔ̀
5138	JamsayGourou	ashes	ɛ́.ɛ́r.∼ɛ̀	ɛ́ɛ́ r ∼ ɛ̀	7 5 4 7	XMBZ	ER9E	9	9.E.V 9.R.c 9.9.C 9.E.V	1.5 1.1 1.75 0.8	0	1241	ɛ́ɛ́ r ∼ ɛ̀
5139	JamsayDouentza	ashes	dɔ̀j.∼ɔ́	d ɔ̀ j ∼ ɔ́	1 7 6 4 7	AXMBZ	TUJ9U	8	8.T.C 8.U.V 8.J.c 8.9.C 8.U.V	2.0 1.5 1.1 1.75 0.8	0	1240	d ɔ̀ j ∼ ɔ́ - - -
5140	Mombo	ashes	dwɛ́.ɛ̀	d w ɛ́ ɛ̀	1 6 7 7	ACXZ	TWEE	10	10.T.C 10.W.C 10.E.V 10.E.V	2.0 1.5 1.5 0.8	1	1242	d w ɛ́ ɛ̀
5141	BonduSoNajamba	ashes	dɔ̀dɛ̀.ɛ́+ŋ.ɡó	d ɔ̀ d ɛ̀ ɛ́ + ŋ ɡ ó	1 7 1 7 7 9 4 1 7	AXBYZ_ACZ	TUTEE_NKU	3	3.T.C 3.U.V 3.T.C 3.E.V 3.E.V 3._._ 3.N.C 3.K.C 3.U.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	0	1235	d ɔ̀ d ɛ̀ ɛ́ + ŋ ɡ ó
5142	Nanga	ashes	dùjá	d ù j á	1 7 6 7	AXBZ	TYJA	11	11.T.C 11.Y.V 11.J.C 11.A.V	2.0 1.5 1.75 0.8	0	1243	d ù j á
5143	Penange	ashes	dwɛ̀.ɛ̀	d w ɛ̀ɛ̀	1 6 7	ACX	TWE	12	12.T.C 12.W.C 12.E.V	2.0 1.5 1.5	0	1242	d w ɛ̀ɛ̀ -
5144	PergeTegu	ashes	dɔ̀j.∼ɔ́	d ɔ̀ j ∼ ɔ́	1 7 6 4 7	AXMBZ	TUJ9U	13	13.T.C 13.U.V 13.J.c 13.9.C 13.U.V	2.0 1.5 1.1 1.75 0.8	0	1240	d ɔ̀ j ∼ ɔ́ - - -
5145	TebulUre	ashes	dɔ̀ɛ́	d ɔ̀ɛ́	1 7	AX	TU	14	14.T.C 14.U.V	2.0 1.5	0	1237	d ɔ̀ɛ́ -
5146	Tiranige	ashes	dwɛ́.ɛ́	d w ɛ́ɛ́	1 6 7	ACX	TWE	15	15.T.C 15.W.C 15.E.V	2.0 1.5 1.5	0	1242	d w ɛ́ɛ́ -
5147	TogoKan	ashes	dɔ̀j.∼ɛ́	d ɔ̀ j ∼ ɛ́	1 7 6 4 7	AXMBZ	TUJ9E	16	16.T.C 16.U.V 16.J.c 16.9.C 16.E.V	2.0 1.5 1.1 1.75 0.8	0	1240	d ɔ̀ j ∼ ɛ́ - - -
5148	TommoSoTongoTongo	ashes	ɔ́í+n.dɛ́	ɔ́í + n d ɛ́	7 9 4 1 7	X_ACZ	U_NTE	17	17.U.V 17._._ 17.N.C 17.T.C 17.E.V	1.5 0.0 2.0 1.5 0.8	0	1239	ɔ́í + n d ɛ́
5149	TommoSoTongoTongo	ashes	ɔ́í+n.dɛ́	ɔ́í + n d ɛ́	7 9 4 1 7	X_ACZ	U_NTE	17	17.U.V 17._._ 17.N.C 17.T.C 17.E.V	1.5 0.0 2.0 1.5 0.8	1	1239	ɔ́í + n d ɛ́
5151	ToroTegu	ashes	dòw.∼ò+sú	d ò w ∼ ò + s ú	1 7 6 4 7 9 3 7	AXMBZ_AX	TUW9U_SY	18	18.T.C 18.U.V 18.W.c 18.9.C 18.U.V 18._._ 18.S.C 18.Y.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	1250	d ò w ∼ ò + s ú
5152	YandaDom	ashes	dɔ̀j.∼ɛ̀	d ɔ̀ j ∼ ɛ̀	1 7 6 4 7	AXMBZ	TUJ9E	19	19.T.C 19.U.V 19.J.c 19.9.C 19.E.V	2.0 1.5 1.1 1.75 0.8	0	1240	d ɔ̀ j ∼ ɛ̀ - - -
5153	YornoSo	ashes	únɔ̀	ú n ɔ̀	7 4 7	XBZ	YNU	20	20.Y.V 20.N.C 20.U.V	1.5 1.75 0.8	0	1252	ú n ɔ̀
#
10961	BankanTey	ask a question of (sb)	ús+í	ú s + í	7 3 9 7	XN_X	YS_I	1	1.Y.V 1.S.c 1._._ 1.I.V	1.5 0.8 0.0 1.5	0	1253	ú s + í
10962	BenTey	ask a question of (sb)	úsúr+ú	ú s ú r + ú	7 3 7 5 9 7	XBYN_X	YSYR_Y	2	2.Y.V 2.S.C 2.Y.V 2.R.c 2._._ 2.Y.V	1.5 1.75 1.3 0.8 0.0 1.5	0	1254	ú - s ú r + ú
10963	Bunoge	ask a question of (sb)	ʔédʒ+á+rùʔ+édʒár+è	ʔ é d ʒ + á + r ù ʔ + é d ʒ á r + è	1 7 1 3 9 7 9 5 7 1 9 7 1 3 7 5 9 7	AXBC_X_AXN_XBCYN_X	HETS_A_RYH_ETSAR_E	4	4.H.C 4.E.V 4.T.C 4.S.C 4._._ 4.A.V 4._._ 4.R.C 4.Y.V 4.H.c 4._._ 4.E.V 4.T.C 4.S.C 4.A.V 4.R.c 4._._ 4.E.V	2.0 1.5 1.75 1.5 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5 1.75 1.5 1.3 0.8 0.0 1.5	0	1256	ʔ é d ʒ + á + r ù ʔ + é d ʒ á r + è
10964	DogulDomBendiely	ask a question of (sb)	tùb+ɛ́	t ù b + ɛ́	1 7 1 9 7	AXN_X	TYP_E	5	5.T.C 5.Y.V 5.P.c 5._._ 5.E.V	2.0 1.5 0.8 0.0 1.5	0	1257	t ù b + ɛ́
10965	DogulDomKundialang	ask a question of (sb)	túb+ɛ̀	t ú b + ɛ̀	1 7 1 9 7	AXN_X	TYP_E	6	6.T.C 6.Y.V 6.P.c 6._._ 6.E.V	2.0 1.5 0.8 0.0 1.5	0	1257	t ú b + ɛ̀
10966	DonnoSo	ask a question of (sb)	tùb+ɔ́+kún.d+ò	t ù b + ɔ́ + k ú n d + ò	1 7 1 9 7 9 1 7 4 1 9 7	AXN_X_AXLN_X	TYP_U_KYNT_U	7	7.T.C 7.Y.V 7.P.c 7._._ 7.U.V 7._._ 7.K.C 7.Y.V 7.N.c 7.T.c 7._._ 7.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 1.1 0.8 0.0 1.5	0	1259	t ù b + ɔ́ + k ú n d + ò
10967	DonnoSo	ask a question of (sb)	túb+ɛ̀	t ú b + ɛ̀	1 7 1 9 7	AXN_X	TYP_E	7	7.T.C 7.Y.V 7.P.c 7._._ 7.E.V	2.0 1.5 0.8 0.0 1.5	0	1257	t ú b + ɛ̀
10968	JamsayGourou	ask a question of (sb)	úsúr+ú	ú s ú r + ú	7 3 7 5 9 7	XBYN_X	YSYR_Y	9	9.Y.V 9.S.C 9.Y.V 9.R.c 9._._ 9.Y.V	1.5 1.75 1.3 0.8 0.0 1.5	0	1254	ú - s ú r + ú
10969	JamsayDouentza	ask a question of (sb)	údʒúr+ó	ú d ʒ ú r + ó	7 1 3 7 5 9 7	XBCYN_X	YTSYR_U	8	8.Y.V 8.T.C 8.S.C 8.Y.V 8.R.c 8._._ 8.U.V	1.5 1.75 1.5 1.3 0.8 0.0 1.5	0	1254	ú d ʒ ú r + ó
10970	Mombo	ask a question of (sb)	sàr+ù+sár+é	s à r + ù + s á r + é	3 7 5 9 7 9 3 7 5 9 7	AXN_X_AXN_X	SAR_Y_SAR_E	10	10.S.C 10.A.V 10.R.c 10._._ 10.Y.V 10._._ 10.S.C 10.A.V 10.R.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	1262	- - s à r + ù + - s á r + é
10971	BonduSoNajamba	ask a question of (sb)	sàr+è	s à r + è	3 7 5 9 7	AXN_X	SAR_E	3	3.S.C 3.A.V 3.R.c 3._._ 3.E.V	2.0 1.5 0.8 0.0 1.5	0	1255	s à r + è
10972	Nanga	ask a question of (sb)	ús+í	ú s + í	7 3 9 7	XN_X	YS_I	11	11.Y.V 11.S.c 11._._ 11.I.V	1.5 0.8 0.0 1.5	0	1253	ú s + í
10973	Penange	ask a question of (sb)	sàr+ù+sár+é	s à r + ù + s á r + é	3 7 5 9 7 9 3 7 5 9 7	AXN_X_AXN_X	SAR_Y_SAR_E	12	12.S.C 12.A.V 12.R.c 12._._ 12.Y.V 12._._ 12.S.C 12.A.V 12.R.c 12._._ 12.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	1262	- - s à r + ù + - s á r + é
10974	PergeTegu	ask a question of (sb)	úsúr+ó	ú s ú r + ó	7 3 7 5 9 7	XBYN_X	YSYR_U	13	13.Y.V 13.S.C 13.Y.V 13.R.c 13._._ 13.U.V	1.5 1.75 1.3 0.8 0.0 1.5	0	1254	ú - s ú r + ó
10975	TebulUre	ask a question of (sb)	órúɡ+óɔ́+dír	ó r ú ɡ + ó ɔ́ + d í r	7 5 7 1 9 7 7 9 1 7 5	XBYN_XZ_AXN	URYK_UU_TIR	14	14.U.V 14.R.C 14.Y.V 14.K.c 14._._ 14.U.V 14.U.V 14._._ 14.T.C 14.I.V 14.R.c	1.5 1.75 1.3 0.8 0.0 1.5 0.8 0.0 2.0 1.5 0.8	0	1266	ó r ú ɡ + ó ɔ́ + d í r
10976	Tiranige	ask a question of (sb)	údʒár+íú+dʒár+ó	ú d ʒ á r + íú + d ʒ á r + ó	7 1 3 7 5 9 7 9 1 3 7 5 9 7	XBCYN_X_ACXN_X	YTSAR_I_TSAR_U	15	15.Y.V 15.T.C 15.S.C 15.A.V 15.R.c 15._._ 15.I.V 15._._ 15.T.C 15.S.C 15.A.V 15.R.c 15._._ 15.U.V	1.5 1.75 1.5 1.3 0.8 0.0 1.5 0.0 2.0 1.5 1.5 0.8 0.0 1.5	0	1262	ú d ʒ á r + íú + d ʒ á r + ó
10977	TogoKan	ask a question of (sb)	úɲɔ́r.∼+ɔ́	ú ɲ ɔ́ r ∼ + ɔ́	7 4 7 5 4 9 7	XBYLN_X	YNUR9_U	16	16.Y.V 16.N.C 16.U.V 16.R.c 16.9.c 16._._ 16.U.V	1.5 1.75 1.3 1.1 0.8 0.0 1.5	0	1268	ú ɲ ɔ́ r ∼ + ɔ́
10978	TommoSoTongoTongo	ask a question of (sb)	sèl+ù+mús+élém+ɔ́	s è l + ù + m ú s + é l é m + ɔ́	3 7 5 9 7 9 4 7 3 9 7 5 7 4 9 7	AXN_X_AXN_XBYN_X	SEL_Y_MYS_ELEM_U	17	17.S.C 17.E.V 17.L.c 17._._ 17.Y.V 17._._ 17.M.C 17.Y.V 17.S.c 17._._ 17.E.V 17.L.C 17.E.V 17.M.c 17._._ 17.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5 1.75 1.3 0.8 0.0 1.5	0	1269	s è l + ù + m ú s + é l é m + ɔ́
10979	ToroTegu	ask a question of (sb)	ús+ó	ú s + ó	7 3 9 7	XN_X	YS_U	18	18.Y.V 18.S.c 18._._ 18.U.V	1.5 0.8 0.0 1.5	0	1253	ú s + ó
10980	YandaDom	ask a question of (sb)	sàd+ù+sád+ú	s à d + ù + s á d + ú	3 7 1 9 7 9 3 7 1 9 7	AXN_X_AXN_X	SAT_Y_SAT_Y	19	19.S.C 19.A.V 19.T.c 19._._ 19.Y.V 19._._ 19.S.C 19.A.V 19.T.c 19._._ 19.Y.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	1262	- - s à d + ù + - s á d + ú
10981	YornoSo	ask a question of (sb)	údʒór+ó	ú d ʒ ó r + ó	7 1 3 7 5 9 7	XBCYN_X	YTSUR_U	20	20.Y.V 20.T.C 20.S.C 20.U.V 20.R.c 20._._ 20.U.V	1.5 1.75 1.5 1.3 0.8 0.0 1.5	0	1254	ú d ʒ ó r + ó
10982	YornoSo	ask a question of (sb)	sél+mɛ́	s é l + m ɛ́	3 7 5 9 4 7	AXN_AX	SEL_ME	20	20.S.C 20.E.V 20.L.c 20._._ 20.M.C 20.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1274	s é l + m ɛ́
#
16746	TogoKan	at once, abruptly	dʒǎm#bè	d ʒ ǎ m # b è	1 3 7 4 9 1 7	ACXN_AX	TSAM_PE	16	16.T.C 16.S.C 16.A.V 16.M.c 16._._ 16.P.C 16.E.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5	0	1275	d ʒ ǎ m # b è
16747	TommoSoTongoTongo	at once, abruptly	ìŋù#túmɔ́	ì ŋ ù # t ú m ɔ́	7 4 7 9 1 7 4 7	XBZ_AXBZ	INY_TYMU	17	17.I.V 17.N.C 17.Y.V 17._._ 17.T.C 17.Y.V 17.M.C 17.U.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	1276	ì ŋ ù # t ú m ɔ́
16748	ToroTegu	at once, abruptly	kɔ́ddà	k ɔ́ dd à	1 7 1 7	AXBZ	KUTA	18	18.K.C 18.U.V 18.T.C 18.A.V	2.0 1.5 1.75 0.8	0	1277	k ɔ́ dd à
16749	ToroTegu	at once, abruptly	kɔ́#túr#dà	k ɔ́ # t ú r # d à	1 7 9 1 7 5 9 1 7	AX_AXN_AX	KU_TYR_TA	18	18.K.C 18.U.V 18._._ 18.T.C 18.Y.V 18.R.c 18._._ 18.T.C 18.A.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	1278	k ɔ́ # t ú r # d à
#
8605	JamsayGourou	autumn, post-harvest season (November-December)	pàrà+sé.ér.∼ɛ́	p à r à + s éé r ∼ ɛ́	1 7 5 7 9 3 7 5 4 7	AXBZ_AXMBZ	PARA_SER9E	9	9.P.C 9.A.V 9.R.C 9.A.V 9._._ 9.S.C 9.E.V 9.R.c 9.9.C 9.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	0	1280	p à r à + s éé r ∼ ɛ́
8606	JamsayDouentza	autumn, post-harvest season (November-December)	pàrà+sɛ́.ɛ́~	p à r à + s ɛ́ɛ́ ~	1 7 5 7 9 3 7 0	AXBZ_AXN	PARA_SE0	8	8.P.C 8.A.V 8.R.C 8.A.V 8._._ 8.S.C 8.E.V 8.0.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	1280	p à r à + s ɛ́ɛ́ - ~ -
8607	JamsayDouentza	autumn, post-harvest season (November-December)	pàrà+sɛ́.ɛ́r.∼ɛ́	p à r à + s ɛ́ɛ́ r ∼ ɛ́	1 7 5 7 9 3 7 5 4 7	AXBZ_AXMBZ	PARA_SER9E	8	8.P.C 8.A.V 8.R.C 8.A.V 8._._ 8.S.C 8.E.V 8.R.c 8.9.C 8.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	0	1280	p à r à + s ɛ́ɛ́ r ∼ ɛ́
8608	BonduSoNajamba	autumn, post-harvest season (November-December)	ùlùŋú+lé	ù l ù ŋ ú + l é	7 5 7 4 7 9 5 7	XBYBZ_AX	YLYNY_LE	3	3.Y.V 3.L.C 3.Y.V 3.N.C 3.Y.V 3._._ 3.L.C 3.E.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	0	1279	ù l ù ŋ ú + l é
8609	PergeTegu	autumn, post-harvest season (November-December)	jàr+kólò	j à r + k ó l ò	6 7 5 9 1 7 5 7	AXN_AXBZ	JAR_KULU	13	13.J.C 13.A.V 13.R.c 13._._ 13.K.C 13.U.V 13.L.C 13.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	1282	j à r + k ó l ò
8610	YandaDom	autumn, post-harvest season (November-December)	bàɡò+ló	b à ɡ ò + l ó	1 7 1 7 9 5 7	AXBZ_AX	PAKU_LU	19	19.P.C 19.A.V 19.K.C 19.U.V 19._._ 19.L.C 19.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1283	b à ɡ ò + l ó
