code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,subsubcode #,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Donno So,Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno So (Yendouma, JH)",Tomo Kan (Segue),Tomo Kan (Diangassagou),Tommo-So (JH),"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Kundialang, JH)","Dogul Dom (Bendiely & Kundialang, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)","Mombo (Songho, KP)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,11.0,pedicel,pédicelle,910.0,get,,old,,"hard pedicel connecting doum-palm frond to trunk (for fan handles, or pounded and used to tie bundles)","pédicelle dure qui relie la feuille de doum au tronc (utilisée comme manche d'éventail, ou battu et utilisée pour attacher les fagots)",1.0,tǎy bèrè,bàl béré,"kòŋgù-pálà, kòŋgù-bɔ̀ndɔ́",bàl-béré,sîŋ tànnà,balbere,bàl-béré,nɛ̀:mbɛ́,,,,xxx,,xxx,,pààdíɛ́,,,,nɛ̀mà-táná,èmbù-pá:jà:\\èmbì-pá:jɛ̀:,,kàŋgàlí tùmà,,xxx,sìm-túmà,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,12.0,leaf,feuille,911.0,get,,old,,water lily leaf,feuille de nénuphar,2.0,kùrⁿí kɔ̀tɔ̀,kùrⁿù-jɛ̀lɛ̂:,kùmìrⁿà-jɛ̀ndɛ̂:,kùnì-úwâ,,kunkurɔ,kùn-kúrɔ́,kùrⁿù-kúrɔ́,,,,kùl-lɛ̂:,,,,kùùlù núyɔ́,,,,kùn-kùlà,kòmbá-ŋgó\\kòmbá,,kúlù kúbɛ̀,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,13.0,leaf,feuille,912.0,,,old,,embryonic leaf (in the first days of a leaf's development),pousse de feuille (dans les premiers jours du développement d'une feuille),2.0,sèmó,"bòsò kálà, bósò",xxx,bósò,,bojo,bójò,bósò,,,kùrɔ̀-só:ró,lɛ̀:-[bì-bɛ̀rⁿɛ̀-ýⁿ],,,,,,,,bébérú,,,,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,14.0,grow leaf,pousser feuille,913.0,,,old,,(tree) grow leaves,(arbre) pousser des feuilles,1.0,dɔ̀gú\\dɔ̀gɔ́,dɔ̀ɣɔ́,"gǎŋ, tíyɛ́",ɔ́rⁿɔ́,dɔ́gɔ̀\\dɔ́g-ɛ̀,dɔgɔ,dɔ̀ɣɔ́,bòsó,,,kúrɔ́ dɔ̀gɔ́,dɔ̀gɔ́-\\dɔ̀gɔ́,kɔ̀ dùʔɛ̀,xxx,,núyɔ́ dɔ̀gɔ́,dɔ́gɛ̀,,púdó (púd-à:-),dɔ̀gɔ́\\dɔ̀gà-lí,"bòjí, túmbí\\túmbè",gómú,gíbá-gíbá,,sɔ́bɛ̀,ɔ́lgɛ̀,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,15.0,fodder,fourrage,914.0,,,old,,"fodder (grass or greens, for livestock)","fourrage (de l'herbe ou autre végétation, pour le bétail)",1.0,àrzàgá lɛ̀,bèrú,bèrú,bèrí,bèlé,ɔyɔ,ɔ̀yɔ́,bèrú,,,bèrú,běl,byé,xxx,xxx,bèlú,bèlé,,bèlé,bèl,bèlé,"béngé (Boui), béléŋgé (Ningo)",béléŋgè,,béléŋgè,bèlŋgè,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,16.0,leaf,feuille,915.0,,,old,,"dry leaves of stems (of millet etc., for fodder)","feuilles sèches de tiges (de mil etc., pour fourrage)",2.0,,,kɔ̀ŋgùrɔ̀-sò:-sô:,,,,,,,,kèrú,yù:-běl,,,,kàmbàràà máá,,,,,,,yò:gè kùbɛ̀ máyⁿé,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,17.0,leaf (cow-pea),feuille (haricot),8955.0,,,2010.06,,cow-pea leaf (used in a sauce),feuilles de haricot (utilisée dans une sauce),2.0,nùm kòsú,nùwⁿì:-jɛ̀lɛ̂y,,nìmì-úwâ,,nimkurɔ,nìm-kúrɔ́,,,,kòjó,,,,,nùm núyɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,18.0,leaf (cow-pea),feuille (haricot),8808.0,,,2010.06,,hard leaves of cow-pea (used in a meal with ground cow-peas),feuilles dures de haricot (utilisées dans un mets avec du haricot écrasé),3.0,,,,,,,,,,,,àkòjó,,,,nùm núyɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,19.0,greens,"feuille, verdure",918.0,,,old,,cow-pea greens (for fodder),feuilles (verdure) de haricot (pour le fourrage),3.0,núm kɔ̀tɔ̀,nùwⁿì: bèrú,nùmì bèrú,"nìm-bèrí, nìmì-bèrí",,nimkurɔ,nìm kúrɔ́,nùm -bèrú,,,nì:-kúrɔ́,nùm-běl,,,,"nùm bèlú, nùm núyɔ́",,,,nìm-kùlà,nùmbè-bèlé,,núŋgé kúbɛ̀,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,20.0,"greens, fodder","verdure, fourrage",919.0,,,old,,peanut greens (for fodder),feuilles (verdure) d'arachide (pour le fourrage),3.0,ɛ́ŋúnɛ́ kɔ̀tɔ̀,ɛ̀lɛ̀y bèrú,ɛ̀rɛ̀rɛ̀y bèrú,ɛ̀:rɛ̀-bèrí,,ɛrɛkurɔ,ɛ̀:rɛ̀-kúrɔ́,ɛ̀:rɛ̀-bèrú,,,ɛ̀:rɛ̀-kúrɔ́,ɛ̀gɛ̀lɛ̀-běl,,,,"ɛ̀lɛ̀kɛ̀lɛ bèlú, ɛ̀lɛ̀-kɛ̀lɛ̀ núyɔ́",,,,ɛ̀gɛ̀lɛ̀-kùlà,ɛ̀lɛ̀-bèlé,,ɔ́lɔ́ŋgé kúbɛ́,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,21.0,"greens, fodder","verdure, fourrage",920.0,,,old,,"greens (e.g. of cow-pea or peanut, fed to animals)","feuilles, verdure (de haricot ou d'arachide, donnée à manger aux animaux)",2.0,kɔ̀tɔ́,"jɛ̀lɛ̂:, bèrú",bèrú,bèrí,,,kúrɔ́,bèrú,,,bèrù-kúrɔ́,běl,,,,"núyɔ́, bèlú",,,,kùlà,bèlé,,,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,22.0,"greens, fodder","verdure, fourrage",921.0,,,old,,fonio greens (used as fodder or as mattress stuffing),"verdure de fonio (fourrage, ou rembourrage de matelas)",3.0,,pɔ̌:yⁿ sí-sɔ̀:,,pɔ̀:ⁿ-yó:rò,,,,,,,pɔ̀ŋɔ̀-jàjǎ,pɔ̀:ⁿ-[sí-sɛ̌:],,,,pɔ̀ɔ̀ⁿ gínjɛ́\\dínjɛ́,,,,pɔ̀:ⁿ-kúmzɔ́,,,pò:ⁿ púlì,,,,,,,,,,,,,,,,,,,
part (plant),leaf,partie (plante),feuille,15.0,7.0,23.0,"leaf (cow-pea, peanut)","feuille (haricot, arachide)",8405.0,,,2010.06,,dried leaves of peanut or cow-pea (for fodder),feuilles sèches d'arachide ou de haricot (pour le fourrage),2.0,,bèrú,,bèrí,,beru,bèrú,,,,,,,,,bénú,,,,,,,gó:jè,,,,,,,,,,,,,,,,,,,
part (plant),thorn,partie (plante),épine,15.0,8.0,1.0,thorn,épine,922.0,get,,old,,thorn,épine,1.0,dùwó,dòró,dòró,dùró,gě:,dido,dù-dǒ: ~ dì-dǒ:,dò-dǒ:,dìdó:,dì-dǒ:,jìyé,jì-jǐ:,jè:,xxx,xxx,gíyé,jǐ:g,jìyíg,dǒ:,zìyè,dǐ:\\dì:-mbó,"yó: (Boui), jó: (Ningo)",jô:ⁿ,,jú (jû:),jòm,,,,,,,,,,,,,,,,
part (plant),thorn,partie (plante),épine,15.0,8.0,2.0,thorn branch,épineux,923.0,yes,,old,,thorn branches (for fencing),branches épineuses (pour les clôtures),1.0,sɛ́mlɛ́,dòró,dòró,dùró,gě:,siseŋ,sì-sé:ŋ,xxx,,sì-sé:ŋ,,xxx,,xxx,xxx,xxx,jǐ:g,,dǒ:,zìyè,,,,,,,,,,,,,,,,,,,,,,
part (plant),thorn,partie (plante),épine,15.0,8.0,3.0,splinter,écharde,8610.0,get,,2010.06,,splinter (e.g. in one's foot),écharde (par ex. dans le pied de qn),2.0,pɛ̀gùrù wàsú,,,dùró,gě:,"dudo, dido",dù-dǒ: ~ dì-dǒ:,,,,,,,,,gìyé,,jìyíg,dǒ:,"nà:-kùzùl, kùzùl",,"yó: (Boui), jó: (Ningo)",símbì,,,,,,,,,,,,,,,,,,,
part (plant),thorn,partie (plante),épine,15.0,8.0,4.0,remove splinter,enlever écharde,8739.0,,get,2010.06,,"remove (splinter, e.g. from one's foot)","enlever (écharge, par ex. du pied)",2.0,gàgú gùŋó,kúsúró,,kúsúró,gò:-ndó,gɔⁿ,gɔ̌:ⁿ,,,,,,,,,gòò-ndó,,,kódúl (kódú-l-tì-),kúzúló\\kúzúló-lì,,gómú,,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,1.0,"spike, ear (of grain)",épi,924.0,yes,,old,,intact grain spike (head) of millet,épi entier non décortiqué de mil,2.0,yù-kúsù,yù:-bɔ̀lɔ̌y,yù:-kìsí,yù:-bɔ̀ndɔ́,,ɲuciɲu,ɲù:-cíɲù,yù:-bɔ̀lɔ́,,,ɲù:-[kí-kíjí],yù:-kìjú,ʔìnjà-cìjì,,,yùù kìdú,,,yɔ̀-íyɛ́,yù:-é:,[yò-ŋgò]-ɔ̀mɔ̂:\\yògè-ɔ̀mɛ̂:,,yó:gé kó:,,yò:-bè,"kó: (""head"")",,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,2.0,ear (of corn),épi (maïs),925.0,see 02075,,old,,intact grain spike (ear) of corn (maize),épi entier non décortiqué de maïs,2.0,,,bàrà-ɛ̀mbèy kìsí,jàrⁿàmbɛ̀-kúndí,,,,[bàrà-ɛ̀:mbɛ̀]-bɔ̀lɔ́,,,màɲɛ̀rⁿɛ̀mà-[kí-kíjí],sàrⁿà-ɛ̀mɛ̀ gúnú,,,,sànà ɛ̀mmɛ̀ kúnnú,,,,[sànà-ɛ̀mɛ̀]-é:,màdèmbá-ŋgó ɔ̀mɔ̀:\\màdèmbá ɔ̀mɛ̀:,,ɛ̀mbàdúlúmá wè:,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,3.0,ear (of corn),épi (maïs),926.0,,,old,,seed spike (ear) at top of corn plant,épi de graines au sommet du maïs,3.0,,,,,,poroɲuiⁿ,[pòrò-ɲù:]-î:ⁿ,,,,,xxx,,,,sànà ɛ̀mmɛ̀ sàlàlá,,,,,sàgàrá,,,,yò:-bè,"kó: (""head"")",,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,4.0,ear (of corn),épi (maïs),927.0,,,old,,(seed spike) grow at top of corn plant,(épi de graines) pousser au sommet d'un pied de maïs,3.0,,,,,,,,,,,,,,,,sàlàlá gòó,,,,,sàgàrá mànjí,,,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,5.0,grain spike,épi,928.0,get,,old,,"intact grain spike (of millet. corn, or sorghum)","épi entier non décortiqué (de mil, de sorgho, de maïs)",1.0,círá,cínjù,kìsí,,kìdùgú,ciɲu,cíɲù,,kísù,,kí-kíjí,kìjú,,xxx,xxx,kìdú,yógò,yógò,íyɛ́,,ɔ̀mɔ̂:\\ɔ̀mɛ̂:,jíyó,yó:gé kó:,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,6.0,grain spike,épi,929.0,,,old,,intact grain spike of sorghum,épi entier non décortiqué de sorgho,2.0,,,ɛ̀mbɛ̀y kìsí,ɛ̀:mbɛ̀-kúndí,,ɛmɛciɲu,ɛ̀mɛ̀-cíɲù,ɛ̀:mbɛ̀-tùnjó,,,ɛ̀mɛ̀-kíkíjì,"ɛ̀mɛ̀-kìjú, ɛ̀mɛ̀-jùŋɔ́",ʔɛ̀mbɛ̀-tògú,,,"ɛ̀mmɛ̀ kìdú, ɛ̀mmɛ̀ jùngɔ́",,,,ɛ̀mà-kó:,èmbá-ŋgó ɔ̀mɔ̀:\\èmbá ɔ̀mɛ̀:,,ɛ́mbà kó:,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,7.0,grain spike (bare),épi (décortiqué),930.0,yes,,old,,grain spike after grains have been picked out,épi après qu'on a enlevé les grains à la main,2.0,yù-kúsù,,,yù:-kìsí,,,,gì-gílì,,,,yù:-kìjú,,,,kí-kíɲú,,bák tálà,,,kìjú-ŋgò\\kìjé,,yó:gé kó:,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,8.0,"grain spike, cob",épi,931.0,,,old,,neck (incipient grain spike) of a stem (e.g. of millet),cou (=où l'épi commence à se développer) d'une tige (de mil etc.),2.0,yú kɔ̀rɔ̀,"sìrì-kɔ̀rɔ́, sìrù-kɔ̀rɔ́",sìrì-kɔ̀rɔ́,sìrì-kɔ̀rɔ́,,cerukɔrɔ,cè:rù-kɔ̀rɔ́,,,,pòrú,xxx,,,,mùnnú,,,,,,,yó:gé párú,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,9.0,"spike, ear (of grain)",épi,932.0,,,old,,immature millet grain spike,jeune épi de mil,3.0,,,,,,,,,,,,,,,,,,,,,[yò-ŋgò]-èndê:\\yògè-òndô:,,,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,10.0,grain spike,épi,933.0,get,,old,,immature millet grain spike covered with red fuzz (flowers),épi non mûr de mil couvert d'un duvet rougeâtre (fleurs),1.0,ûm,yù: nǐwⁿ,,,,jɛŋɛban,jɛ̀ŋɛ̀ bán,,,,ɲù: bò-dǎn,,,,,yùù àmmú,,,,,,,yó:gé ɲámbó,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,11.0,grain spike,épi,934.0,get,,old,,"double (or multiple) millet grain spike (on the same stem, after the original spike has gradually split)","épi de mil double (ou multiple) (sur une seule tige, ou l'épi original s'est fendu petit à petit)",1.0,zà-zàmkú,jàm-cí:rè,zà-zàŋcê:,jà-jàŋkó:,yù: jàŋgà-mɔ́,ɲu-cire,ɲù:-cí:rè,[jì-jàwⁿ]-kí:rù,,,àmà-pòrú,[jì-jàŋ]-kî:lè,,,,jàn-jàn kàwá,,,yù-zágá,yù: [zàⁿ-zàⁿ]-kálè,jànjàn-kàbá\\jànjàn-kàbɛ́,,yò:gè jágélé // yò:gè kò jáŋgélé,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,11.3,"grain spike, split, divide","épi, se diviser, se fendre",9153.0,,,2010.08,,"(millet grain spike) divide, become split (initially at the top, eventually down to the base)","(épi de mil) se diviser, se fendre (d'abord en haut, ensuite jusqu'à la base)",1.0,,,,,"jàŋg-ɛ́:-\\jáŋg-ì-ỳ, káb-ɛ̀:-\\káb-ì-ỳ",,,,,,,kí:lé,,,,,,,zàgìlí (zàgìlí-yà-),kálí-yɛ́\\kálí-yá-lì,,,,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,12.0,grain spike,épi,935.0,,,old,,grain spike and stem of millet that has fallen to ground,épi de mil (avec tige) qui est tombé dans le champs,3.0,yù lǔw,yù:-[yàg-ú],yù: yà:síyôw,yù: yɛ́gɛ́-yɛ́,,ɲunum,ɲù:-nǔm,,,,ɲù:-bàgú,yù: nùmú,,,,yùù nùmbú,,,,,,,yó:gé bí:yé,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,13.0,ear (of corn),épi (maïs),936.0,,,old,,"(corn) grow (ear, alongside stem)","(maïs) pousser (épi, collé à la tige)",3.0,,,,,,,,,,,ìⁿbǎⁿ bòm-î:,xxx,,,,íí síɲɲí-yɛ́,,,,,bàmbí-yɛ́,,,,bámbè,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,14.0,grain spike (pieces),épi (morceaux),937.0,yes,,old,,broken pieces of millet spike (after pounding),épi décortiqué brisé de mil (après ê. pilé),1.0,sèŋínè ~ sèŋúnè,"yù:-[cí-cínjì], yù:-[cí-cínjù]",yû: gìndì-gìndì,"ɔ̀yⁿɔ̀-[kí-kínjí], ɔ̀yⁿɔ̀-kínjí-bárá, yù:-[kí-kínjí]",báŋàtàrà,yɔruciɲu,yɔ̀:rù-cíɲù,,,,,yù:-kûy,,,,àn-tóŋgó,bág-tàlà,,,ɔ̀yɔ̀-cénzél,yógé ɔ̀lɛ̀-kìnjà,ɔ́yɛ́,gèlè-ŋ-gélé,,kúléŋgè,gìlò-ŋ-gìlò,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,15.0,grain spike (pieces),épi (morceaux),938.0,,,old,,broken pieces of seed spike or cob (of millet etc.),morceaux de l'épi décortiqué (de mil etc.),1.0,sèŋínè ~ sèŋúnè,cí-cínjì,gìndì-gíndì,kí-kínjí,,,,gì-gílì,,,yɔ̀rù kìⁿkírⁿí,xxx,,,,kí-kíɲú,bág-tàlà,,ɔ̀ɛ̀ kíndɛ̀mbɛ̀lɛ̀,,ɔ̀lɛ̀-kínjá-ŋgó\\ɔ̀lɛ̀-kínjá,,gèlè-ŋ-gélé,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,15.3,grain spike (pieces),épi (morceaux),8923.0,get,,2010.06,,"small bits of pounded seed spike (of millet etc.), used in bricks etc.","petits morceaux de l'épi décortiqué (de mil etc.), utilisés dans les briques etc.",1.0,,ɔ̀yⁿɔ̌yⁿ,,ɔ̀yⁿɔ́,,yɔru,yɔ̀:rú,,,,yòrú,yògò-tî:,,,,yìgìrìyé,bág-tàlà,,̀ɔ̀ɛ́,,,,,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,16.0,corn silk,soie de maïs,939.0,yes,,old,,corn silk,soie de maïs,2.0,,,[bàrà-ɛ̀mbɛ̀y]-kùyá,jàràmbɛ́ bɛ́bɛ̂:,,,bùyⁿɔ̂:,[bàrà-ɛ̀:mbɛ̀]-sémdé,,,,xxx,,,,bɛ̀ɛ́,,,,,màdèmbá bɛ̀:,,,,,,,,,,,,,,,,,,,,,
part (plant),spike,partie (plante),épi,15.0,9.0,17.0,corn silk,soie de maïs,940.0,,,old,,corn silk with flowers protruding beyond husk on young ear of corn,fils avec fleurs qui sortent d'un jeune épi de maïs,2.0,,bàrmèyⁿ-sá:rá,,sǎ:râ,,,sà:rⁿá,,,,bò-dǎn,xxx,,,,,,,,,sàgàrá,,,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,1.0,"grain, seed, nut","graine, noix",941.0,,,old,basic,"(single) grain, seed, nut","graine (individuelle), noix",1.0,ìsɛ̌yⁿ,"ìsâ:, yî:",ìsâ:,ǹjâ,î:,sɛyⁿ,sɛ̌yⁿ,ìšɛ̌yⁿ,î:ⁿ xxx,sɛ̌yⁿ (collective),í:ⁿ (compound final),î:,mù-ʔìnì,xxx,xxx,"íí, ì-sǎy",énjè,"dèné, sáỳ",íyɛ́,é:,sê:-ŋgò\\sê:,"sé: (Ningo), sé-ŋgé (Boui)",sí:,sêyⁿ (sêyⁿ gé),sè:,sè:,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,2.0,"grain, seed, nut","graine, noix",942.0,yes,,old,,grain of millet,graine de mil,2.0,yù-ìsɛ̌yⁿ,yù:-ìsâ:,yù: ìsâ:,yù:-ǹjâ,yù:-î:,ɲusɛyⁿ,ɲù:-sɛ̌yⁿ,yù:-šɛ̌yⁿ,,,"ɲù:-í:ⁿ, ɲù:-sǎ: (collective)",yù:-sǎy,ʔìnjà-[mù-ʔìnì],xxx,,yùù ì-sǎy,sìyɛ̀-énjè,ʃìyɛ̀ sáyɛ̀g,,ìzà-é:,yó-ŋgó sè:-ŋgò\\yógé sè:,"sé: (Ningo), sé-ŋgé (Boui)",sè:ŋgè sí:,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,3.0,grain,grain,943.0,,,old,,millet grains (on a grain spike or free),grains de mil (sur un épi ou libres),2.0,,,xxx,yù:-ìnjâ,,ɲuiⁿ,ɲù:-î:ⁿ,,,,,,,,,,,,,yù:-é:,,,,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,4.0,grain,grain,944.0,,,old,,millet grains (on a grain spike),grains de mil (sur un épi),2.0,,yù:-yî:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,5.0,grain,grain,945.0,,,old,,"millet grains (free, removed from grain spikes)","grains de mil (libres, détachés des épis)",2.0,,ìsà-yǐ:,,,,,,,,,,,,,,,,,,,,,sè:ŋgè sí: // sé:ŋgè,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,6.0,grain,grain,946.0,,,old,,grains produced by a millet plant,grains produits par un seul pied de mil,3.0,,,,yù:-nàrⁿá,,ɲunarⁿu,ɲù:-nàrⁿú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,7.0,baobab seed,graine de baobab,947.0,,,old,,baobab seed,graine de baobab,1.0,kùmbúrù,ɔ̀sɔ̀rɔ̀-yî:,,tìŋìrⁿà kùmbírî,,kumurⁿu,kùmúrⁿù,,,,kùmúrⁿú,kùmùri-ý,,,,ɔ̀rɔ̀ kùmbùrì-ý,ɔ̀rɔ̀:-énjè,,kùmbùrù-íyɛ́,kùmbúrù,kùmbɛrɛ́-ŋgó\\kùmbɛrɛ́,,ɔ̀rɔ̀ sí:,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,8.0,sesame seed,graine de sésame,948.0,,,old,,sesame seed,graine de sésame,3.0,"nàtì-[ì-rⁿú], nàtì-ìsɛ̌yⁿ",nàmjù-yî:,,[ɛ̀sù-kɛ̀:ndɛ̀]-ǹjâ,,namɲuiⁿ,nàmɲ-î:ⁿ,pɔ̀y-î:ⁿ,,,pɔ̀r-í:ⁿ,pɔ̀lǐ:,,,,pɔ̀lì ì-sǎy,,,,pàl-é:,[pà:l-ŋgò]-sê:-ŋgò\\pà:lè-sê:,,,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,9.0,tamarind seed,graine de tamarin,949.0,,,old,,tamarind seed,graine de tamarin,3.0,,jɛ̌mnɛ̀,,ɛ̀ŋírⁿɛ̂,òmbùrù-î:,jɛŋɛrⁿɛ,jɛ̀ŋɛ́rⁿɛ̀,gɛ̌mnɛ̀,,,ùmùrⁿù-í:ⁿ,dɛ̀nɛ̀lɛ̀-ý,,,,dɛ̀nnɛ̀lɛ̀-ý,,,,ɛ̀ŋɛ́lɛ̀,ǎ:l-ŋgó\\à:lé,,sò:ⁿ sí:,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,9.5,watermelon seed,graine de pasteque,9574.0,yes,,2011a,,watermelon seed,"graine de pastèque, pépin",3.0,,"kànàrⁿàyⁿ-yî""",,kà:ndà-ìnjâ,,guguniⁿ,[gù-gùn]-î:ⁿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,10.0,nut,noix,950.0,,,old,,(a) peanut,(une) noix d'arachide,1.0,ìrⁿú,ɛ̀lɛ̀-yî:,ɛ̀rɛ̀rɛ̀-yî:,ɛ̀:rɛ̀-ǹjâ,"ɛ̀lɛ-ý, ɛ̀lɛ̀-î:",ɛrɛiⁿ,ɛ̀:rɛ̀-î:ⁿ,ɛ̀:rɛ̀-î:ⁿ,,,ɛ̀:r-í:ⁿ,ɛ́gɛ́lɛ́,,xxx,xxx,ɛ̀lɛ̀-kɛ̀lɛ̀ íí,,,ɛ̀jɛ́-íyɛ́,ɛ̀gèlɛ̀,ɛ̀lɛ̀-[sê:-ŋgò]\\-sê:,ɛ̀:lɛ̀ŋgè,ɔ́lɔ́ŋgé sí,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,11.0,"grain, seed, nut","graine, noix",951.0,get,,old,,dried seeds of wild grape (from which oil is extracted after soaking),graines sèches de raisin sauvage (desquelles on presse l'huile après les avoir trempées),1.0,,sǎw,sǎw,sàgí,sàdàlá,,,kìrɛ̀-sɔ̌:rɔ̀,,,,"sà: mǎ:, sà: gɛ́m",,,,sàà gɛ́m,,,,nìzílú ~ nìnzílú,sɔ́:lɛ̀:,sɔ̀:gè (also dried cow-peas),sáná sí,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,12.0,dried seed,graine séchée,952.0,get,,old,,dried mashed seeds of Sclerocarya tree fruit (eaten),graines séchées écrasées du fruit de l'arbre Sclerocarya (mangées),1.0,,,,dùrⁿɔ́,,,,pɛ̀:ŋgɛ́,,,,pèlgìle-ý,,,,níɲɲílú,,,pèl-íyɛ́,pèlíyè,énjú-ŋgó\\énjé,,ínjígí sí,,,,,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,13.0,pit (fruit),noyau,953.0,yes,,old,,pit (of wild date),noyau (de datte sauvage),1.0,cìrá,mɔ̀:rⁿɔ̀:-kòmbî:,,mɔ̀:rⁿɔ̀-ìnjâ,,mɔniⁿ,mɔ̀n-î:ⁿ,mɔ̀:rⁿɔ̀-î:ⁿ,,,mɛ̀:n-í:ⁿ,mɔ̀rⁿɔ̀-ýⁿ,,,,íí,,,mwà:ⁿ-íyɛ́,mɔ̀lɔ̀-é:,tùŋgù-[sê:-ŋgò]\\-sê:,sàwⁿ sèŋgé,sɔ́lɔ̀ sí,,X-sé (pl sé:-gè),X-sé (pl -sé:-gè),,,,,,,,,,,,,,,,
part (plant),seed,partie (plante),graine,15.0,10.0,14.0,"pit (fruit), nut","noyau, noix",954.0,see 00953,,old,,"almond-like wild-date nut inside the thick shell of the pit (can be eaten, or oil can be pressed from it)","noix de datte sauvage en forme d'amende à l'intérieur du noyau (on peut la manger, ou en extraire l'huile)",1.0,pèrùcé ~ pèrcé,,,,,mɔniⁿpɛru,[mɔ̀n-ì:ⁿ]-pɛ̀rú,,,,,,,,,mɔ̀ɔ̀lɔ̀ níɲɲílú,,,mwà:ⁿ-íyɛ́,nìzílú,tùŋgù-[kìjú-ŋgó]\\-kìjé,ìnjìgè,sî:,,,,,,,,,,,,,,,,,,,
