ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID
13575	BankanTey	dig (sth)	gàzí	gàzí	ɡ à/a z í/i		3133
13576	BenTey	dig (sth)	gànjí	gànjí	ɡ à/a ⁿdʒ í/i		3133
13577	Bunoge	dig (sth)	gɔ́jɛ̀	gɔ́jɛ̀	ɡ ɔ́/ɔ dʒ ɛ̀/ɛ		3133
13578	DogulDomB	dig (sth)	gànjé, gùlé	gànjé	ɡ à/a ⁿdʒ é/e		3133
13579	DonnoSo	dig (sth)	wànjá\\wánjì	wànjá	w à/a ⁿdʒ á/a		3137
13580	Gourou	dig (sth)	zǎ:ⁿ	zǎ:ⁿ	z ǎ:ⁿ/ãː		3138
13581	JamsayAlphabet	dig (sth)	jaⁿ	jaⁿ	dʒ aⁿ/ã		3137
13582	JamsayDouentza	dig (sth)	jǎ:ⁿ	jǎ:ⁿ	dʒ ǎ:ⁿ/ãː		3137
13583	JamsayMondoro	dig (sth)	jǎ:ⁿ	jǎ:ⁿ	dʒ ǎ:ⁿ/ãː		3137
13584	Mombo	dig (sth)	gánjé	gánjé	ɡ á/a ⁿdʒ é/e		3133
13585	Najamba	dig (sth)	gǔl\\gùlè	gǔl	ɡ ǔ/u l		3133
13586	Nanga	dig (sth)	gànjí, gùnjó	gànjí	ɡ à/a ⁿdʒ í/i		3133
13587	Penange	dig (sth)	gájé	gájé	ɡ á/a dʒ é/e		3133
13588	PergeTegu	dig (sth)	gànjá	gànjá	ɡ à/a ⁿdʒ á/a		3133
13589	TebulUre	dig (sth)	gùló (gùlótì)	gùló_	ɡ ù/u l ó/o		3133
13590	Tiranige	dig (sth)	kɔ́lɔ́	kɔ́lɔ́	k ɔ́/ɔ l ɔ́/ɔ		3133
13591	TogoKan	dig (sth)	jǎ:	jǎ:	dʒ ǎ:/aː		3137
13592	TommoSoTongoTongo	dig (sth)	gùló, wànjá	gùló	ɡ ù/u l ó/o		3133
13593	ToroTegu	dig (sth)	gàsú\\gàsá	gàsú	ɡ à/a s ú/u		3133
13594	YandaDom	dig (sth)	gùló\\gùlòlí	gùló	ɡ ù/u l ó/o		3133
13595	YornoSo	dig (sth)	gùló\\gǔl	gùló	ɡ ù/u l ó/o		3133
14745	BankanTey	dirty	dɛ̀kùsú	dɛ̀kùsú	d ɛ̀/ɛ k ù/u s ú/u		3139
14746	BenTey	dirty	lɔ́ɣɔ̀	lɔ́ɣɔ̀	l ɔ́/ɔ ɣ ɔ̀/ɔ		3140
14747	Bunoge	dirty	dɛ̀mɛ̀	dɛ̀mɛ̀	d ɛ̀/ɛ m ɛ̀/ɛ		3141
14748	DogulDomA	dirty	nɛ́mɛ̀	nɛ́mɛ̀	n ɛ́/ɛ m ɛ̀/ɛ		3147
14749	DonnoSo	dirty	nɛ́mìỳ	nɛ́mìỳ	n ɛ́/ɛ m ì/i j̀/y		3147
14750	JamsayAlphabet	dirty	lɔgɔgin	lɔgɔgin	l ɔ ɡ ɔ ɡ i n		3140
14751	JamsayDouentza	dirty	lɔ̀ɣɔ̀gín	lɔ̀ɣɔ̀gín	l ɔ̀/ɔ ɣ ɔ̀/ɔ ɡ í/i n		3140
14752	Mombo	dirty	nɛ́mɛ́	nɛ́mɛ́	n ɛ́/ɛ m ɛ́/ɛ		3147
14753	Najamba	dirty	nì:ndìgá:\\nì:ndìgɛ́:	nì:ndìgá:	n ì:/iː ⁿd ì/i ɡ á:/aː		3147
14754	Nanga	dirty	lìsìgìrⁿɛ́	lìsìgìrⁿɛ́	l ì/i s ì/i ɡ ì/i r̃ ɛ́/ɛ		3140
14755	Penange	dirty	nɛ̀mɛ̀:ŋgà	nɛ̀mɛ̀:ŋgà	n ɛ̀/ɛ m ɛ̀:/ɛː ŋ ɡ à/a		3147
14756	PergeTegu	dirty	lɔ̀gɔ̀gú	lɔ̀gɔ̀gú	l ɔ̀/ɔ ɡ ɔ̀/ɔ ɡ ú/u		3140
14757	Tiranige	dirty	nɛ́mɛ́sá	nɛ́mɛ́sá	n ɛ́/ɛ m ɛ́/ɛ s á/a		3147
14758	TogoKan	dirty	gɛ̀mɛ̀ɲú	gɛ̀mɛ̀ɲú	ɡ ɛ̀/ɛ m ɛ̀/ɛ ɲ/ɲ ú/u		3152
14759	TommoSoTongoTongo	dirty	nɛ́mɛ́	nɛ́mɛ́	n ɛ́/ɛ m ɛ́/ɛ		3147
14760	ToroTegu	dirty	dɔ̀:lú	dɔ̀:lú	d ɔ̀:/ɔː l ú/u		3141
14761	YandaDom	dirty	nìmdè	nìmdè	n ì/i m d è/e		3147
14762	YornoSo	dirty	lɔ̀gɔ̀gú	lɔ̀gɔ̀gú	l ɔ̀/ɔ ɡ ɔ̀/ɔ ɡ ú/u		3140
7156	JamsayAlphabet	distant, remote (kinship)	waga	waga	w a ɡ a		3153
7157	JamsayDouentza	distant, remote (kinship)	wàɣá	wàɣá	w à/a ɣ á/a		3153
7158	Nanga	distant, remote (kinship)	wàgá	wàgá	w à/a ɡ á/a		3153
7159	TommoSoTongoTongo	distant, remote (kinship)	ìrù wàgé, ìrù pálá	ìrù_wàgé	ì/i r ù/u + w à/a ɡ é/e		3153
7160	YornoSo	distant, remote (kinship)	wàgú	wàgú	w à/a ɡ ú/u		3153
7469	BankanTey	ditch	ŋìrⁿɛ́, ɲìrⁿɛ́	ŋìrⁿɛ́	ŋ ì/i r̃ ɛ́/ɛ		3154
7470	BenTey	ditch	ìrⁿí	ìrⁿí	ì/i r̃ í/i		3154
7471	Bunoge	ditch	kómbù	kómbù	k ó/o ⁿb ù/u		3156
7472	DogulDomB	ditch	è:núŋ́	è:núŋ́	è:/eː n ú/u ŋ́/ŋ		3157
7473	DonnoSo	ditch	bòndó	bòndó	b ò/o ⁿd ó/o		3158
7474	JamsayAlphabet	ditch	goru	goru	ɡ o r u/u		3156
7475	JamsayDouentza	ditch	gòrú	gòrú	ɡ ò/o r ú/u		3156
7476	Najamba	ditch	góló:\\gólé:	góló:	ɡ ó/o l óː/oː		3156
7477	Nanga	ditch	kɛ̌w	kɛ̌w	k ɛ̌/ɛ w		3162
7478	PergeTegu	ditch	bólôl	bólôl	b ó/o l ô/o l		3158
7479	TebulUre	ditch	cɛ̀lgɔ́ ~ kɛ̀lgɔ́	cɛ̀lgɔ́	tʃ ɛ̀/ɛ l ɡ ɔ́/ɔ		3164
7480	Tiranige	ditch	bóndó	bóndó	b ó/o ⁿd ó/o		3158
7481	TogoKan	ditch	ùrⁿú	ùrⁿú	ù/u r̃ ú/u		3154
7482	TommoSoTongoTongo	ditch	tòtòló, nòmmòló, pɔ̀ⁿsé, gɔ́ɔ̀dɔ̀	tòtòló	t ò/o t ò/o l ó/o		3167
7483	ToroTegu	ditch	póló	póló	p ó/o l ó/o		3158
7484	YandaDom	ditch	gònòlò	gònòlò	ɡ ò/o n ò/o l ò/o		3156
7485	YornoSo	ditch	bònɔ́	bònɔ́	b ò/o n ɔ́/ɔ		3158
6315	BankanTey	dive forward into water (headfirst, usually with a running start)	jây síyé	jây_síyé	dʒ â/a j + s í/i j é/e		3168
6316	DogulDomB	dive forward into water (headfirst, usually with a running start)	mùyyé (stative mùmúyò)	mùyyé_	m ù/u j j é/e		3169
6317	DonnoSo	dive forward into water (headfirst, usually with a running start)	tómbò\\tómbè	tómbò	t ó/o ⁿb ò/o		3170
6318	Najamba	dive forward into water (headfirst, usually with a running start)	jây tɛ́:\\tɛ̀:	jây_tɛ́:	dʒ â/a j + t ɛ́:/ɛː		3168
6319	PergeTegu	dive forward into water (headfirst, usually with a running start)	jây kárⁿá	jây_kárⁿá	dʒ â/a j + k á/a r̃ á/a		3168
6320	TogoKan	dive forward into water (headfirst, usually with a running start)	pùlɔ̀bògó tá:	pùlɔ̀bògó_tá:	p ù/u l ɔ̀/ɔ b ò/o ɡ ó/o + t á:/aː		3173
6321	TommoSoTongoTongo	dive forward into water (headfirst, usually with a running start)	kúúkúúgó yóó	kúúkúúgó_yóó	k úː/uː k úː/uː ɡ ó/o + j óː/oː		3174
10000	BankanTey	divide, share (sth)	kéríyé	kéríyé	k é/e r í/i j é/e		3175
10001	BenTey	divide, share (sth)	kéríyé, céríyé	kéríyé	k é/e r í/i j é/e		3175
10002	Bunoge	divide, share (sth)	gámbágè	gámbágè	ɡ á/a ⁿb á/a ɡ è/e		3180
10003	DogulDomB	divide, share (sth)	kú:lɛ̀	kú:lɛ̀	k úː/uː l ɛ̀/ɛ		3180
10004	DonnoSo	divide, share (sth)	gàmbìlɛ́:\\gámbìlìỳ	gàmbìlɛ́:	ɡ à/a ⁿb ì/i l ɛ́:/ɛː		3180
10005	Gourou	divide, share (sth)	gàmàrⁿá, gòsó	gàmàrⁿá	ɡ à/a m à/a r̃ á/a		3180
10006	JamsayAlphabet	divide, share (sth)	gamarⁿa	gamarⁿa	ɡ a m a r̃ a		3180
10007	JamsayDouentza	divide, share (sth)	gàmàrⁿá	gàmàrⁿá	ɡ à/a m à/a r̃ á/a		3180
10008	JamsayMondoro	divide, share (sth)	gàmàrⁿá	gàmàrⁿá	ɡ à/a m à/a r̃ á/a		3180
10009	Mombo	divide, share (sth)	púrúgè	púrúgè	p ú/u r ú/u ɡ è/e		3184
10010	Najamba	divide, share (sth)	ká:ŋgíy\\kà:ŋgìyè	ká:ŋgíy	k á:/aː ŋ ɡ í/i j		3185
10011	Nanga	divide, share (sth)	kéríyé	kéríyé	k é/e r í/i j é/e		3175
10012	Penange	divide, share (sth)	wélágè	wélágè	w é/e l á/a ɡ è/e		3184
10013	PergeTegu	divide, share (sth)	gàmdá	gàmdá	ɡ à/a m d á/a		3180
10014	TebulUre	divide, share (sth)	gèrí: (gèrí:tì)	gèrí:_	ɡ è/e r í:/iː		3175
10015	Tiranige	divide, share (sth)	úndúyó	úndúyó	ú/u ⁿd ú/u j ó/o		3190
10016	TogoKan	divide, share (sth)	gàmírⁿì\\gàmárⁿá	gàmírⁿì	ɡ à/a m í/i r̃ ì/i		3180
10017	TommoSoTongoTongo	divide, share (sth)	kábílɛ́	kábílɛ́	k á/a b í/i l ɛ́/ɛ		3180
10018	TomoKanSegue	divide, share (sth)	kwɛ́:	kwɛ́:	k w ɛ́:/ɛː		3193
10019	ToroTegu	divide, share (sth)	hélú\\héló	hélú	h é/e l ú/u		3194
10020	YandaDom	divide, share (sth)	gàmbúlɛ́\\gàmbùlàlí	gàmbúlɛ́	ɡ à/a ⁿb ú/u l ɛ́/ɛ		3180
10021	YornoSo	divide, share (sth)	gàmálá\\gàmúl	gàmálá	ɡ à/a m á/a l á/a		3180
14657	BankanTey	do forging, do a blacksmith's work	dùwá	dùwá	d ù/u w á/a		3195
14658	BenTey	do forging, do a blacksmith's work	dùwɔ́ dùwɔ́	dùwɔ́_dùwɔ́	d ù/u w ɔ́/ɔ + d ù/u w ɔ́/ɔ		3197
14659	Bunoge	do forging, do a blacksmith's work	dòjù dɔ́jɛ̀	dòjù_dɔ́jɛ̀	d ò/o dʒ ù/u + d ɔ́/ɔ dʒ ɛ̀/ɛ		3197
14660	DonnoSo	do forging, do a blacksmith's work	dùbɔ́ dùbɔ́\\dúbɛ̀	dùbɔ́_dùbɔ́	d ù/u b ɔ́/ɔ + d ù/u b ɔ́/ɔ		3197
14661	Gourou	do forging, do a blacksmith's work	dùwɔ́	dùwɔ́	d ù/u w ɔ́/ɔ		3195
14662	JamsayAlphabet	do forging, do a blacksmith's work	duwɔduwɔ	duwɔduwɔ	d u/u w ɔ d u/u w ɔ		3195
14663	JamsayDouentza	do forging, do a blacksmith's work	dùwɔ́ dùwɔ́	dùwɔ́_dùwɔ́	d ù/u w ɔ́/ɔ + d ù/u w ɔ́/ɔ		3197
14664	Mombo	do forging, do a blacksmith's work	dɔ́zí dɔ́zɛ́	dɔ́zí_dɔ́zɛ́	d ɔ́/ɔ z í/i + d ɔ́/ɔ z ɛ́/ɛ		3197
14665	Najamba	do forging, do a blacksmith's work	dùbìŋgán dùbɛ́	dùbìŋgán_dùbɛ́	d ù/u b ì/i ŋ ɡ á/a n + d ù/u b ɛ́/ɛ		3203
14666	Nanga	do forging, do a blacksmith's work	dùwâ dùwɔ́	dùwâ_dùwɔ́	d ù/u w â/a + d ù/u w ɔ́/ɔ		3197
14667	Penange	do forging, do a blacksmith's work	dòjù dɔ́jɛ́	dòjù_dɔ́jɛ́	d ò/o dʒ ù/u + d ɔ́/ɔ dʒ ɛ́/ɛ		3197
14668	PergeTegu	do forging, do a blacksmith's work	dùwɔ́ dùwɔ́	dùwɔ́_dùwɔ́	d ù/u w ɔ́/ɔ + d ù/u w ɔ́/ɔ		3197
14669	Tiranige	do forging, do a blacksmith's work	dúwá dúwɔ́	dúwá_dúwɔ́	d ú/u w á/a + d ú/u w ɔ́/ɔ		3197
14670	TogoKan	do forging, do a blacksmith's work	dùwɔ́ dùwɔ́	dùwɔ́_dùwɔ́	d ù/u w ɔ́/ɔ + d ù/u w ɔ́/ɔ		3197
14671	TommoSoTongoTongo	do forging, do a blacksmith's work	dùbɔ́	dùbɔ́	d ù/u b ɔ́/ɔ		3195
14672	ToroTegu	do forging, do a blacksmith's work	dúwɔ́ dǔw\\dùwɔ́	dúwɔ́_dǔw	d ú/u w ɔ́/ɔ + d ǔ/u w		3197
14673	YandaDom	do forging, do a blacksmith's work	dùbà dùbɔ́	dùbà_dùbɔ́	d ù/u b à/a + d ù/u b ɔ́/ɔ		3197
14674	YornoSo	do forging, do a blacksmith's work	dùbɔ́ dùbɔ́	dùbɔ́_dùbɔ́	d ù/u b ɔ́/ɔ + d ù/u b ɔ́/ɔ		3197
13370	BenTey	do some carving (of wood)	jóŋgóró jàrá	jóŋgóró_jàrá	dʒ ó/o ŋ ɡ ó/o r ó/o + dʒ à/a r á/a		3204
13371	TommoSoTongoTongo	do some carving (of wood)	nóbílé nábá	nóbílé_nábá	n ó/o b í/i l é/e + n á/a b á/a		3205
13372	YornoSo	do some carving (of wood)	lóbóló lábá	lóbóló_lábá	l ó/o b ó/o l ó/o + l á/a b á/a		3205
14525	BankanTey	do, make	káŋ	káŋ	k á/a ŋ		3207
14526	BenTey	do, make	káyⁿ	káyⁿ	k á/a yⁿ/ỹ		3207
14527	Bunoge	do, make	kánì	kánì	k á/a n ì/i		3207
14528	DogulDomA	do, make	kànɛ́	kànɛ́	k à/a n ɛ́/ɛ		3207
14529	DogulDomB	do, make	kánè	kánè	k á/a n è/e		3207
14530	DonnoSo	do, make	kánà\\kánì	kánà	k á/a n à/a		3207
14531	Gourou	do, make	kárⁿá	kárⁿá	k á/a r̃ á/a		3207
14532	JamsayAlphabet	do, make	karⁿa	karⁿa	k a r̃ a		3207
14533	JamsayDouentza	do, make	kárⁿá	kárⁿá	k á/a r̃ á/a		3207
14534	JamsayMondoro	do, make	kárⁿá	kárⁿá	k á/a r̃ á/a		3207
14535	Mombo	do, make	kání	kání	k á/a n í/i		3207
14536	Najamba	do, make	kán\\kànè	kán	k á/a n		3207
14537	Nanga	do, make	kárⁿí	kárⁿí	k á/a r̃ í/i		3207
14538	Penange	do, make	kání ~ kán	kání	k á/a n í/i		3207
14539	PergeTegu	do, make	kárⁿá	kárⁿá	k á/a r̃ á/a		3207
14540	TebulUre	do, make	kán (kántì)	kán_	k á/a n		3207
14541	Tiranige	do, make	kán(ú)	kán	k á/a n		3207
14542	TogoKan	do, make	bìrɛ́	bìrɛ́	b ì/i r ɛ́/ɛ		3223
14543	TommoSoTongoTongo	do, make	káná	káná	k á/a n á/a		3207
14544	ToroTegu	do, make	kárⁿú\\kárⁿá	kárⁿú	k á/a r̃ ú/u		3207
14545	YandaDom	do, make	kán\\kárⁿálì	kán	k á/a n		3207
14546	YornoSo	do, make	kárⁿá	kárⁿá	k á/a r̃ á/a		3207
9958	BankanTey	doctor	dɔ̀gɔ̀tɔ́rɔ̀m\\dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀m	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ m		3224
9959	BenTey	doctor	dɔ̀ɣɔ̀tɔ́rɔ̀m\\dɔ̀ɣɔ̀tɔ́rɔ̀	dɔ̀ɣɔ̀tɔ́rɔ̀m	d ɔ̀/ɔ ɣ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ m		3224
9960	Bunoge	doctor	dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9961	DogulDomB	doctor	dɔ̀gtɔ́rɔ̀	dɔ̀gtɔ́rɔ̀	d ɔ̀/ɔ ɡ t ɔ́/ɔ r ɔ̀/ɔ		3224
9962	DonnoSo	doctor	dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9963	JamsayAlphabet	doctor	dɔgɔtɔrɔ	dɔgɔtɔrɔ	d ɔ ɡ ɔ t ɔ r ɔ		3224
9964	JamsayDouentza	doctor	dɔ̀ɣɔ̀tɔ́rɔ̀	dɔ̀ɣɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɣ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9965	Mombo	doctor	dɔ̀kùtɔ́rɔ̀	dɔ̀kùtɔ́rɔ̀	d ɔ̀/ɔ k ù/u t ɔ́/ɔ r ɔ̀/ɔ		3224
9966	Najamba	doctor	dɔ̀gɔ́tɔ́rɔ̀\\mbò	dɔ̀gɔ́tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ́/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9967	Nanga	doctor	dɔ̀gɔ̀tɔ́rɔ̂	dɔ̀gɔ̀tɔ́rɔ̂	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̂/ɔ		3224
9968	Penange	doctor	dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9969	PergeTegu	doctor	dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9970	TebulUre	doctor	dɔ̀gɔ̀tɔ́rɔ̀\\mbɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9971	Tiranige	doctor	dɔ̀gɔ̀tɔ́rɔ́	dɔ̀gɔ̀tɔ́rɔ́	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ́/ɔ		3224
9972	TogoKan	doctor	dɔ̀gɔ̀tɔ́rɔ́	dɔ̀gɔ̀tɔ́rɔ́	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ́/ɔ		3224
9973	TommoSoTongoTongo	doctor	dɔ̀gɔ̀tɔ́rɔ́	dɔ̀gɔ̀tɔ́rɔ́	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ́/ɔ		3224
9974	ToroTegu	doctor	dɔ̀kɔ̀tɔ́rɔ̀\\mǎ:	dɔ̀kɔ̀tɔ́rɔ̀	d ɔ̀/ɔ k ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9975	YandaDom	doctor	dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
9976	YornoSo	doctor	dɔ̀gɔ̀tɔ́rɔ̀	dɔ̀gɔ̀tɔ́rɔ̀	d ɔ̀/ɔ ɡ ɔ̀/ɔ t ɔ́/ɔ r ɔ̀/ɔ		3224
114	Ampari	dog	ìjɛ́ (ìjɛ́ gè)	ìjɛ́_	ì/i dʒ ɛ́/ɛ		3227
115	BankanTey	dog	ǹjèrûm\\ǹjèrú	ǹjèrûm	ǹ/n dʒ è/e r û/u m		3226
116	BenTey	dog	ìnjɛ̌m\\ìnjɛ́	ìnjɛ̌m	ì/i ⁿdʒ ɛ̌/ɛ m		3227
117	Bunoge	dog	ʔínjɛ̀	ʔínjɛ̀	ʔ í/i ⁿdʒ ɛ̀/ɛ		3227
118	DogulDomA	dog	úŋɔ̀	úŋɔ̀	ú/u ŋ ɔ̀/ɔ		3229
119	DogulDomB	dog	ùŋɔ́ŋ́ (pl ùŋɔ́ⁿ yà:)	ùŋɔ́ŋ́_	ù/u ŋ ɔ́/ɔ ŋ́/ŋ		3229
120	DonnoSo	dog	ìdú	ìdú	ì/i d ú/u		3227
121	Gourou	dog	ìzú	ìzú	ì/i z ú/u		3232
122	JamsayAlphabet	dog	iju	iju	i dʒ u/u		3227
123	JamsayDouentza	dog	ìjú	ìjú	ì/i dʒ ú/u		3227
124	JamsayMondoro	dog	ìjú	ìjú	ì/i dʒ ú/u		3227
125	Mombo	dog	ínjɛ̀	ínjɛ̀	í/i ⁿdʒ ɛ̀/ɛ		3227
126	Najamba	dog	ŋ̀gwɛ̌:\\ŋ̀gwɛ̀:mbó	ŋ̀gwɛ̌:	ŋ̀/ŋ ɡ w ɛ̌:/ɛː		3237
127	Nanga	dog	nɛ̀rⁿî	nɛ̀rⁿî	n ɛ̀/ɛ r̃ î/i		3226
128	Penange	dog	ŋkɛ̀	ŋkɛ̀	ŋ k ɛ̀/ɛ		3237
129	PergeTegu	dog	ìšú	ìšú	ì/i ʃ ú/u		3232
130	TebulUre	dog	ìnjɛ̌:\\ìnjɛ̀mbɔ́	ìnjɛ̌:	ì/i ⁿdʒ ɛ̌:/ɛː		3227
131	Tiranige	dog	í:njɛ́ ~ í:ŋgɛ́	í:njɛ́	í:/iː ⁿdʒ ɛ́/ɛ		3227
132	TogoKan	dog	ìsí	ìsí	ì/i s í/i		3232
133	TommoSoTongoTongo	dog	ìsé	ìsé	ì/i s é/e		3232
134	TomoKanDiangassagou	dog	ùjù	ùjù	ù/u dʒ ù/u		3227
135	TomoKanSegue	dog	ʔùjù	ʔùjù	ʔ ù/u dʒ ù/u		3227
136	ToroTegu	dog	nènú	nènú	n è/e n ú/u		3229
137	YandaDom	dog	ìnjɛ̀\\mù, ǹjɛ̀\\mù	ìnjɛ̀	ì/i ⁿdʒ ɛ̀/ɛ		3227
138	YornoSo	dog	ìjú	ìjú	ì/i dʒ ú/u		3227
1	BankanTey	domestic animal (esp. livestock)	jáwdìm\\jáwdì, dá:bàm\\dá:bà	jáwdìm	dʒ á/a w d ì/i m		3238
2	BenTey	domestic animal (esp. livestock)	àrsɛ̌:m\\àrsɛ̌:	àrsɛ̌:m	à/a r s ɛ̌:/ɛː m		3239
3	Bunoge	domestic animal (esp. livestock)	kɔ́mbɔ̀	kɔ́mbɔ̀	k ɔ́/ɔ ⁿb ɔ̀/ɔ		3240
4	DogulDomA	domestic animal (esp. livestock)	bɛ́lɛ̀g, bɛ́lɛ̀gù	bɛ́lɛ̀g	b ɛ́/ɛ l ɛ̀/ɛ ɡ		3241
5	DonnoSo	domestic animal (esp. livestock)	bɛ̀lú	bɛ̀lú	b ɛ̀/ɛ l ú/u		3241
6	Gourou	domestic animal (esp. livestock)	gàrsɛ̀gɛ́	gàrsɛ̀gɛ́	ɡ à/a r s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
7	JamsayAlphabet	domestic animal (esp. livestock)	asɛgɛ,gasɛgɛ	asɛgɛ	a s ɛ ɡ ɛ		3243
8	JamsayDouentza	domestic animal (esp. livestock)	àsɛ̀gɛ́, gàsɛ̀gɛ́	àsɛ̀gɛ́	à/a s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
9	JamsayMondoro	domestic animal (esp. livestock)	àsɛ̀gɛ́	àsɛ̀gɛ́	à/a s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
10	Mombo	domestic animal (esp. livestock)	dèbù bɛ́lí, bɛ́lí	dèbù_bɛ́lí	d è/e b ù/u + b ɛ́/ɛ l í/i		3247
11	Najamba	domestic animal (esp. livestock)	dúmɛ́ŋgó\\dúmɛ́:	dúmɛ́ŋgó	d ú/u m ɛ́/ɛ ŋ ɡ ó/o		3248
12	Nanga	domestic animal (esp. livestock)	gàsɛ̀gɛ́	gàsɛ̀gɛ́	ɡ à/a s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
13	Penange	domestic animal (esp. livestock)	dá:bá	dá:bá	d á:/aː b á/a		3247
14	PergeTegu	domestic animal (esp. livestock)	àsɛ̀gɛ́	àsɛ̀gɛ́	à/a s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
15	TebulUre	domestic animal (esp. livestock)	àsɛ̀gɛ́\\àsɛ̀gɛ̀mbɔ́, gàsɛ̀gɛ́\\gàsɛ̀gɛ̀mbɔ́	àsɛ̀gɛ́	à/a s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
16	Tiranige	domestic animal (esp. livestock)	bèl (Boui), bɛ̀lì (Ningo)	bèl_	b è/e l		3241
17	TogoKan	domestic animal (esp. livestock)	gìrⁿí árúsɛ̀gɛ̀	gìrⁿí_árúsɛ̀gɛ̀	ɡ ì/i r̃ í/i + á/a r ú/u s ɛ̀/ɛ ɡ ɛ̀/ɛ		3254
18	TommoSoTongoTongo	domestic animal (esp. livestock)	gìnɛ̀ý bɛ̀lù, bɛ̀lú	gìnɛ̀ý_bɛ̀lù	ɡ ì/i n ɛ̀/ɛ j́/y + b ɛ̀/ɛ l ù/u		3255
19	TomoKanDiangassagou	domestic animal (esp. livestock)	dá:bá:	dá:bá:	d á:/aː b á:/aː		3247
20	ToroTegu	domestic animal (esp. livestock)	àrùzàká ~ àrzàgá	àrùzàká	à/a r ù/u z à/a k á/a		3243
21	YandaDom	domestic animal (esp. livestock)	àzɛ̀gɛ̀\\mú ~ àsɛ̀gɛ̀\\mú	àzɛ̀gɛ̀	à/a z ɛ̀/ɛ ɡ ɛ̀/ɛ		3243
22	YornoSo	domestic animal (esp. livestock)	àrùsɛ̀gɛ́	àrùsɛ̀gɛ́	à/a r ù/u s ɛ̀/ɛ ɡ ɛ́/ɛ		3243
428	BankanTey	donkey	dúrùm\\dúrù	dúrùm	d ú/u r ù/u m		3256
429	BenTey	donkey	súrúbɔ̀ŋgɔ̂m, súbɔ̀ŋgɔ̂m	súrúbɔ̀ŋgɔ̂m	s ú/u r ú/u b ɔ̀/ɔ ŋ ɡ ɔ̂/ɔ m		3257
430	Bunoge	donkey	kólómù	kólómù	k ó/o l ó/o m ù/u		3258
431	DogulDomA	donkey	dúlùgù	dúlùgù	d ú/u l ù/u ɡ ù/u		3256
432	DogulDomB	donkey	dúlùg (dúlùgù)	dúlùg_	d ú/u l ù/u ɡ		3256
433	DonnoSo	donkey	jàŋgúrù	jàŋgúrù	dʒ à/a ŋ ɡ ú/u r ù/u		3261
434	Gourou	donkey	zàmdúrú	zàmdúrú	z à/a m d ú/u r ú/u		3262
435	JamsayAlphabet	donkey	janduru,jamduru	janduru	dʒ a ⁿd u/u r u/u		3262
436	JamsayDouentza	donkey	jàndúrú ~ jàmdúrú	jàndúrú	dʒ à/a ⁿd ú/u r ú/u		3262
437	JamsayMondoro	donkey	jàndúrú	jàndúrú	dʒ à/a ⁿd ú/u r ú/u		3262
438	Mombo	donkey	kɔ́nyɔ̀	kɔ́nyɔ̀	k ɔ́/ɔ n j ɔ̀/ɔ		3266
