ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
concepts-4624	4624	half	moitié	half	moitié	quantity/fraction	quantité/fraction	816	HALF	noun
concepts-39	39	(3Pl human pronoun)	(pronom 3Pl humain)	3Pl human	3Pl humain	grammar/independent pronoun	grammaire/pronom indépendant	817	THEY	pronoun
concepts-8390	8390	stomach	estomac	stomach	estomac	body/internal organ	corps/organe interne	819	STOMACH	noun
concepts-5354	5354	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	820	LAMB	noun
concepts-5014	5014	how much?, how many?	combien?	how much?, how many?	combien?	interrogative/how much	interrogation/combien	822	HOW MANY	other
concepts-8133	8133	sorceror (who uses magic poisons)	sorcier (qui utilise des poisons magiques)	sorceror	sorcier	magic/sorcery	magie/sorcellerie	823	SORCERER	noun
concepts-7336	7336	roll or flip (sth) over onto its other side	renverser ou faire rouler (qch) sur son autre côté	flip	renverser	motion/flip	mouvement/se renverser	827	ROLL	verb
concepts-4263	4263	foundation, base (of sth)	fondement, soubassement, base (de qch)	foundation, base	fondement, soubassement, base	part (object)/base	partie (object)/bas	831	BASE	noun
concepts-3233	3233	cow-pea	haricot	cow-pea	haricot	plant (cultivated)/legume crop	plante (cultivée)/légumineux cultivé	832	BEAN	noun
concepts-2726	2726	buttock	fesse	buttock	fesse	body/midsection	corps/milieu du corps	834	BUTTOCKS	noun
concepts-7534	7534	screwdriver	tournevis	screwdriver	tournevis	point/screw	pointe/vis	836	SCREWDRIVER	noun
concepts-2492	2492	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	837	BLUE	adjective
concepts-7189	7189	remainder, rest	reste	rest, remainder	reste	quantity/remainder	quantité/reste	838	REMAINS	noun
concepts-9061	9061	type, sort, kind	sorte	type, sort, kind	sorte	group/mass/type	groupe/masse/troupeau	844	KIND (THING)	noun
concepts-2280	2280	be thirsty	avoir soif	be thirsty	avoir soif	drink/thirst	boire/soif	847	THIRSTY	adjective
concepts-8785	8785	thirst	soif	thirst	soif	drink/thirst	boire/soif	848	THIRST	noun
concepts-8272	8272	square, rectangle	carré, rectangle (forme)	square	carré	shape/square	forme/carré	850	SQUARE	noun
concepts-8675	8675	tea-making gear (burner, kettle, etc.)	matériel à thé (fourneau, théière, etc.)	tea gear	matériel à thé	possession/tea gear	possession/matériel de brousse	854	KETTLE	noun
concepts-8418	8418	storm, wind and rain	tempête, vent avec pluie	storm	tempête	weather/storm	météorologie/tempête	858	STORM	noun
concepts-1084	1084	(sb) judge (who is right, in a dispute)	(qn) juger (qui a raison, dans une dispute)	decide, judge	juger	law/judgement	loi/jugement	861	JUDGE	noun
concepts-5252	5252	judge (magistrate)	juge	judge	juge	law/judge	loi/juge	861	JUDGE	noun
concepts-8524	8524	sugar	sucre	sugar	sucre	spices/sugar	épices/sucre	862	SUGAR	noun
concepts-3765	3765	edge, circumference (of well)	bord, circonférence (de puits)	edge, circumference	bord, circonférence	part (object)/side	partie (object)/côté	863	EDGE	noun
concepts-8275	8275	squash	courge	squash	courge	plant (cultivated)/vegetable	plante (cultivée)/légume	864	PUMPKIN	noun
concepts-2100	2100	banana	banane	banana	banane	plant (cultivated)/fruit	plante (cultivée)/fruit	868	BANANA	noun
concepts-2616	2616	breath, breathing	respiration	breath	respiration	body function/oral gaseous emission	fonctionnement corporel/émission gazeuse	870	BREATH	noun
concepts-8672	8672	tax	impôt, taxe	tax	impôt, taxe	money/pay	argent/payer	873	TAX	noun
concepts-5519	5519	leatherworker (caste, they make leather bags and amulet wallets)	cordonnier (caste, ils fabriquent des sacs et des porte-amulettes en peau)	leatherworker	cordonnier	caste/leatherworker	caste/cordonnier	875	SHOEMAKER	noun
concepts-4960	4960	home-builder, mason	maçon, celui qui construit les maisons	builder, mason	maçon	do/work/manual occupation	faire/travail/métier manuel	877	MASON	noun
concepts-4854	4854	hell	enfer	hell	enfer	religion/worlds	religion/mondes	878	HELL	noun
concepts-3199	3199	cough (verb only)	tousser	cough	tousser	body function/oral gaseous emission	fonctionnement corporel/émission gazeuse	879	COUGH	verb
concepts-7479	7479	say again, repeat (word)	dire encore une fois, répéter (mot)	repeat	répéter	time/again	temps/de nouveau	880	REPEAT	verb
concepts-962	962	(sb's) portion, share	part (de qn)	share, portion	part	quantity/portion	quantité/part	884	SHARE	verb
concepts-2438	2438	bitter (in taste)	(goût) amer	bitter	amer	taste/bitter	goût/amer	887	BITTER	adjective
concepts-4151	4151	flame	flamme	flame	flamme	fire/fire	feu/feu	889	FLAME	noun
concepts-8851	8851	time, moment in time	temps, moment	time, moment	temps, moment	time/moment/era	temps/moment/ère	892	TIME	noun
concepts-8542	8542	swallow	avaler	swallow	avaler	eat/swallow	manger/avaler	897	SWALLOW	verb
concepts-8963	8963	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	arbre, arbuste	wood/stick/tree	bois/bâton/arbre	906	TREE	noun
concepts-6441	6441	old woman	vieille femme	old woman	vieille	person/woman	personne/femme	907	OLD WOMAN	noun
concepts-8944	8944	trash, garbage	ordures	trash	ordures	sweep/trash/trash	balayer/ordures/ordures	909	GARBAGE	noun
concepts-3418	3418	death	(la) mort	death	mort	life/death/death	vie/mort/mort	910	DEATH	noun
concepts-8692	8692	temple, side of eye	tempe, côté de l'œil	temple	tempe	body/face	corps/visage	911	TEMPLE	noun
concepts-4993	4993	hot chili pepper	piment	chili pepper	piment	spices/pepper	épices/piment	919	CHILI PEPPER	noun
concepts-5710	5710	love, passion (for sb or sth)	amour, passion (pour qn ou qch)	desire, passion	désir, passion	desire/need/crave	désir/besoin/fort désir	923	LOVE	verb
concepts-2813	2813	cassava	manioc	cassava	manioc	plant (cultivated)/root crop	plante (cultivée)/racine cultivée	925	CASSAVA	noun
concepts-7270	7270	rice	riz	rice	riz	plant (cultivated)/grain crop	plante (cultivée)/céréale cultivée	926	RICE	noun
concepts-7271	7271	rice (cooked meal)	riz (repas cuit)	rice	riz	food/grain	aliment/céréales	1191	COOKED RICE	noun
concepts-5017	5017	hug, hold (sb) in a bear-hug (in wrestling)	embrasser, serrer le corps de (qn) dans les bras (dans la lutte traditionnelle)	hold, bearhug	serrer	hold/hold tight	tenir/tenir fort	928	EMBRACE	verb
concepts-9286	9286	village, town, settlement	village, ville	village	village	village/bush/village	village/brousse/village	930	VILLAGE	noun
concepts-6046	6046	millet	mil	millet	mil	plant (cultivated)/grain crop	plante (cultivée)/céréale cultivée	931	MILLET	noun
concepts-9322	9322	wall (of house)	mur (d'une maison)	wall	mur	house/wall/corner	maison/mur/coin	933	WALL (OF HOUSE)	noun
concepts-9330	9330	war, combat	guerre, combat	war	guerre	fight/war	lutte/guerre	935	WAR	noun
concepts-2430	2430	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	937	BIRD	noun
concepts-8429	8429	strain, filter the water out of (e.g. Boscia peas)	passer, filtrer (pois sauvages, etc.) pour enlever l'eau	strain, filter	passer, filtrer	winnow/sift/sift/filter	vanner/tamiser/tamiser/fliltrer	940	STRAIN	verb
concepts-4963	4963	honey	miel	honey	miel	honey/honey	miel/miel	942	HONEY	noun
concepts-8190	8190	spear with simple blade	lance à lame simple	spear (type)	lance (sorte)	weapon/spear	arme/lance	945	SPEAR	noun
concepts-2480	2480	blood	sang	blood	sang	body/body substance	corps/substance corporelle	946	BLOOD	noun
concepts-8445	8445	stream, small river	fleuve, rivière	river, stream	fleuve, rivière	watercourse/swim/river	cours d'eau/nager/fleuve	947	STREAM	noun
concepts-9347	9347	water	eau	water	eau	beverage/water	boisson/eau	948	WATER	noun
concepts-763	763	(modern) weaponry, armaments	armements, armes de guerre (modernes)	weaponry	armes	weapon/weaponry	arme/armements	951	WEAPONS	noun
concepts-9408	9408	well (for drawing water)	puits	well	puits	well (water)/well	puits/puits	954	WELL	noun
concepts-7418	7418	run away, flee, escape by running	fuir, courir pour se sauver	flee	fuir	motion/run	mouvement/courir	956	FLEE	verb
concepts-9511	9511	wind (airflow)	vent	wind (air)	vent	weather/wind	météorologie/vent	960	WIND	noun
concepts-6617	6617	pebble, small stone (often rounded)	caillou, petite pierre (souvent arrondie)	stone, pebble	pierre	soil/stone/stone	sol/pierre/pierre	961	PEBBLES	noun
concepts-9577	9577	woman, female person	femme, personne femelle	woman	femme	person/woman	personne/femme	962	WOMAN	noun
concepts-9629	9629	wool (substance)	laine (substance)	wool	laine	clothing/wool	vêtements/laine	964	WOOL	noun
concepts-9643	9643	world (of the living)	monde (des vivants)	world	monde	religion/worlds	religion/mondes	965	WORLD	noun
concepts-3048	3048	coconut	noix de coco	coconut	noix de coco	plant (cultivated)/fruit	plante (cultivée)/fruit	970	COCONUT	noun
concepts-6212	6212	must (impersonal particle)	il faut que (particule)	must	il faut	desire/need/obligation	désir/besoin/obligation	971	MUST	verb
concepts-2149	2149	be able to, can (do)	pouvoir, ê. capable de	can, able	pouvoir	able/unable/ability	capable/capacité	972	BE ABLE	verb
concepts-8868	8868	tobacco (leaves, or for cigarettes)	tabac (en feuilles, ou pour cigarettes)	tobacco	tabac	tobacco/tobacco	tabac/tabac	974	TOBACCO	noun
concepts-9383	9383	wear, put on, don (boubou, shirt, over neck)	mettre, porter (boubou, chemise, etc., sur le cou)	wear, put on, don	habiller. vêtir	clothing/wear	vêtements/porter	976	WEAR	verb
concepts-2003	2003	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	977	ARROW	noun
concepts-9370	9370	wave (a large cloth or flag), with a sweeping motion	agiter (un gros tissu ou un drapeau) en gesticulant largement	wave	agiter	mix/stir/shake/shake	mélanger/remuer/secouer/secouer	3544	WAVE (VERB)	noun
concepts-9375	9375	waves (of water)	vagues (d'eau)	wave, undulation	vague	watercourse/swim/current/waves	cours d'eau/nager/courant/vagues	978	WAVE	noun
concepts-3994	3994	farmer, peasant	cultivateur, paysan	farmer	cultivateur	agriculture/farmer	agriculture/cultivateur	979	FARMER	noun
concepts-4852	4852	heel	talon	heel	talon	body/leg	corps/jambe	980	HEEL	noun
concepts-3780	3780	elbow	coude	elbow	coude	body/joint	corps/articulation	981	ELBOW	noun
concepts-9635	9635	work (noun), productive activity	travail, activité productive	work	travail	do/work/work	faire/travail/travail	984	WORK (LABOUR)	noun
concepts-7187	7187	remain, stay	rester	remain, stay	rester	existence/remain	existence/rester	987	REMAIN	verb
concepts-4316	4316	fry (cassava, fritters) in oil	frire (manioc, beignets) dans l'huile	fry	frire	cooking/fry	cuisine/frire	991	FRY	verb
concepts-3021	3021	cliff, vertical face of mountain	falaise, face verticale de montagne	cliff	falaise	topography/mountain/slope	topographie/montagne/pente	992	CLIFF	noun
concepts-2543	2543	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	994	BOW	noun
concepts-7049	7049	quiver	carquois	bow, arrow	arc, flèche	weapon/bow/arrow	arme/arc/flèches	995	QUIVER (FOR ARROWS)	noun
concepts-3415	3415	deaf-mute, deaf (adjective)	sourd-muet, sourd (adjectif)	deaf, mute	sourd, sourd-muet	sound/deaf	son/sourd	996	DEAF	adjective
concepts-2112	2112	baobab tree	arbre de baobab	tree	arbre	part (plant)/plant	partie (plante)/plante	997	BAOBAB TREE	noun
concepts-7007	7007	put (sth, in a container)	mettre (qch, dans un récipient)	put in	mettre dans	put/put	poser/mettre/poser/mettre	998	PUT	verb
concepts-7008	7008	put (sth, in a place)	mettre (qch, dans un endroit)	put	mettre	put/put	poser/mettre/poser/mettre	998	PUT	verb
concepts-5244	5244	joint	articulation	joint	articulation	body/joint	corps/articulation	999	JOINT	noun
concepts-1957	1957	anxiety (while waiting for news)	inquiétude (en attendant une nouvelle)	anxiety	inquiétude	emotion/temperament/worry	émotion/nature/inquiétude	1000	ANXIETY	noun
concepts-2459	2459	blacksmith, member of blacksmith caste	forgeron, membre de la caste des forgerons	blacksmith	forgeron	caste/blacksmith	caste/forgeron	1001	BLACKSMITH	noun
concepts-8317	8317	statuette	statuette	statuette	statuette	ritual/fetish	rite/fétiche	1002	STATUE	noun
concepts-9032	9032	twin (person)	jumeau (personne)	twin	jumeau	kinship/twin	parenté/jumeau	1005	TWINS	noun
concepts-3227	3227	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	1007	COW	noun
concepts-2696	2696	bull	taureau	bull	taureau	animal/cattle	animal/bovin	1008	BULL	noun
concepts-2541	2541	boundary (of field)	limite (d'un champ)	boundary	limite	agriculture/field (part)	agriculture/champ (partie)	1010	BOUNDARY	noun
concepts-2633	2633	bridge	pont	bridge	pont	motion/bridge	mouvement/pont	1011	BRIDGE	noun
concepts-5999	5999	metal plate holding rifle mechanism (cock, latch)	métal plat qui tient le mécanisme d'un fusil (chien, loquet)	mechanism	mécanisme	weapon/mechanism	arme/mécanisme	1012	LATCH	noun
concepts-6511	6511	or	ou	or	ou	logic/or	logique/ou	1014	OR	other
concepts-3659	3659	drizzle, very light rain	bruine, pluie très légère	drizzle	bruine	weather/rain	météorologie/pluie	1016	DRIZZLE	noun
concepts-7284	7284	right (hand, etc.)	(main etc.) droit	right	droit	direction/right	direction/droit (non gauche)	1019	RIGHT	adjective
concepts-954	954	(sb's) character, temperament	caractère, nature (de qn)	character	caractère, nature	emotion/temperament/character	émotion/nature/caractère	1024	CHARACTER	noun
concepts-9450	9450	whistle (from the mouth) (verb only)	siffler (de la bouche) (verbe seulement)	whistle	siffler	sound/whistle	son/siffler	1025	WHISTLE	verb
concepts-9679	9679	yawn (verb only)	bâiller	yawn	bâiller	body function/yawn	fonctionnement corporel/bâiller	1028	YAWN	verb
concepts-1970	1970	appropriate, necessary (equipment)	(matériel) approprié, nécessaire	appropriate	approprié	good/bad/normal	bon/mauvais/normal	1030	NECESSARY	other
concepts-296	296	(do something bad or strange) knowingly, on purpose, intentionally	(faire qch de mauvais ou de bizarre) exprès, en sachant	knowlingly, on purpose, intentionally	exprès	mental/know	mental/savoir/connaître	1031	ON PURPOSE	other
concepts-4499	4499	good	bon	good	bon	good/bad/good	bon/mauvais/bon	1035	GOOD	adjective
concepts-6557	6557	owner	propriétaire	owner	propriétaire	possession/owner	possession/propriétaire	1036	OWNER	noun
concepts-7742	7742	show, display (sth, to sb)	montrer (qn, à qn)	show	montrer	vision/show	vision/montrer	1039	SHOW	verb
concepts-4621	4621	hair	cheveux	hair	cheveux	body/hair	corps/poil	1040	HAIR	noun
concepts-383	383	(e.g. herd) expand, increase	(troupeau etc.) s'accroître, s'augmenter	expand	augmenter	commerce/increase	commerce/augmenter	1041	INCREASE	verb
concepts-418	418	(e.g. people) multiply, increase (population)	(gens, etc.) se multiplier, croître (sa population)	multiply	multiplier	quantity/a lot	quantité/beaucoup	1041	INCREASE	verb
concepts-5130	5130	increase, raise (e.g. price)	augmenter (prix etc.)	raise, increase	augmenter	commerce/increase	commerce/augmenter	1041	INCREASE	verb
concepts-2565	2565	braids, hairstyle	tresses, coiffure de femme	braid	tresse	grooming/braid	tressage/tresse	1043	BRAID	noun
concepts-6721	6721	pillow (of rags)	oreiller (en chiffons)	pillow	oreiller	sleep/wake/bed/pillow	dormer/réveiller/lit/oreiller	1044	PILLOW	noun
concepts-7753	7753	shut, close (e.g. door)	fermer (porte etc.)	shut, close	fermer	open/shut/shut	ouvrir/fermer/fermer	1046	SHUT	verb
concepts-5609	5609	line (shape)	ligne (forme)	line	ligne	write/draw/draw	écrire/tracer/tracer	1048	LINE	noun
concepts-6140	6140	molar	molaire	tooth	dent	body/tooth	corps/dent	1049	MOLAR TOOTH	noun
concepts-6167	6167	mother-in-law	belle-mère	mother-in-law	belle-mère	kinship/affine	parenté/beau-parent	1050	MOTHER-IN-LAW	noun
concepts-5596	5596	lightweight	léger	lightweight, light (weight)	léger	weight/lightweight	poids/léger	1052	LIGHT (WEIGHT)	adjective
concepts-5033	5033	hunter	chasseur	hunter	chasseur	hunt/hunt	chasse/chasse	1053	HUNTER	noun
concepts-8036	8036	smallpox (variola)	variole (maladie)	smallpox	variole	medicine/internal condition	médecine/maladie interne	1054	SMALLPOX	noun
concepts-4028	4028	father-in-law	beau-père	father-in-law	beau-père	kinship/affine	parenté/beau-parent	1055	FATHER-IN-LAW	noun
concepts-5476	5476	law, being lawful or in the right	droit, fait d'ê. licite	law	droit	law/law	loi/loi	1062	LAW	noun
concepts-8209	8209	spider's web	toile d'araignée	web	toile	part (animal)/web	partie (animal)/toile	1065	SPIDER WEB	noun
concepts-3267	3267	crime, terrible act, outrage	délit, acte terrible	crime	délit	crime/deception/crime	délit/duperie/délit	1066	CRIME	noun
concepts-5255	5255	judgement, ruling (on a case)	jugement, disposition (d'un cas judiciare)	judgement	jugement	law/judgement	loi/jugement	1067	JUDGMENT	noun
concepts-4434	4434	glue (any kind)	colle (toute sorte)	glue	colle	attach/rope/affix	attacher/corde/afficher	1069	GLUE	noun
concepts-2715	2715	bus (intercity coach)	car (véhicule)	bus	car	vehicle/motor vehicle	véhicule/voiture	1070	BUS	noun
concepts-4141	4141	fishhook	hameçon (pour poisson)	fishhook	hameçon	hunt/trap	chasse/piège	1074	FISHHOOK	noun
concepts-8935	8935	trap	piège	trap	piège	hunt/trap	chasse/piège	1075	TRAP (PITFALL)	noun
concepts-9433	9433	wheat	blé	wheat	blé	plant (cultivated)/grain crop	plante (cultivée)/céréale cultivée	1077	WHEAT	noun
